dataset,status,n_features,beam_size,attempt,refinement_type,r2,rmse,complexity,seconds,error,noise_strength,expr
615_fri_c4_250_10,ok,10,128,3,BFGS,0.3171849456706033,0.8169078944243466,139,317.12,,0.001,(-0.3252333271048129 + (((-1.2768204996294408 * (0.008561553372822423 + (1.001972468388772 * x_1))) - ((0.06493145543152412 * (((((-20.217789536354715 * (0.016849843417703382 + (1.0050181313033926 * x_4))) - (-1.707463588837463 * (0.030981082827633125 + (1.0037440958902806 * x_2)))) - (3.169870181542363 * (-0.004420436494283208 + (0.9982358793105901 * x_6)))) + ((0.05515174324685588 + (0.9881054953181548 * x_8)) * ((0.9070428836616005 * inv((125.97844543177479 + (0.6956372365130457 * (0.030981082827633125 + (1.0037440958902806 * x_2)))))) + ((-2.343165679997643 * (-0.004420436494283208 + (0.9982358793105901 * x_6))) + (-122.89057769287928 * inv((41.20259369248873 + (-3.6697176307565087 * (0.016849843417703382 + (1.0050181313033926 * x_4)))))))))) * (inv((46.965406598969935 + (9.813038599514918 * (-0.5452308859188972 * (0.018442320333777653 + (1.0043892364385394 * x_0)))))) * ((0.020264567018614156 * inv((0.2592637961157128 + (0.15358916015744106 * (0.008561553372822423 + (1.001972468388772 * x_1)))))) + ((14.39434526700434 * (0.018442320333777653 + (1.0043892364385394 * x_0))) - (-0.392889163149029 * (0.030508266623949246 + (1.0184149844080637 * x_3)))))))) - ((0.008561553372822423 + (1.001972468388772 * x_1)) + (0.2515063078479004 * (-0.027894848970115443 + (0.9944293071811292 * x_5)))))) - (0.019147689351023664 * (-0.04174225894742663 + (1.009234310176972 * x_7)))))
617_fri_c3_500_5,ok,5,128,3,BFGS,0.7004054120741922,0.5221527077021985,130,339.84,,0.001,(1.7029936766060207 + (((2.646221593929816 * sin((-1.1363084795720315 + (0.4418873470901312 * (0.06583752182489036 + (1.0614816774443865 * x_2)))))) - (((((8.232811927052154 * (0.03177150349695045 + (1.0457474271073812 * x_3))) - (10.17004722927652 * (0.03177150349695045 + (1.0457474271073812 * x_3)))) - ((-1.1783976352424972 * (0.06583752182489036 + (1.0614816774443865 * x_2))) - (3.5655718657828688 * (((17.369288987439873 * sin((-0.7425272689526379 + (2.3138589357291117 * (0.06884697124093933 + (1.0266038989481894 * x_1)))))) - (5.4355944258455935 * (0.07378384716018162 + (1.066710481333945 * x_4)))) * inv((64.96674881049022 + (0.7764403022597157 * (0.06189277847607138 + (1.0463141535655052 * x_0))))))))) - (((-0.1241810600122435 * (0.06189277847607138 + (1.0463141535655052 * x_0))) - ((0.06704622617498279 * sin((8.721524540457409 + (2.6209818589838774 * (0.03177150349695045 + (1.0457474271073812 * x_3)))))) - (-1.551416143970548 * (0.03177150349695045 + (1.0457474271073812 * x_3))))) + (0.2989736864431288 * (0.06583752182489036 + (1.0614816774443865 * x_2))))) - (1.0156289705540167 * sin((0.5598374783612057 + (0.03190385051463673 * (0.03177150349695045 + (1.0457474271073812 * x_3)))))))) + (-0.05133705995904944 * (0.06884697124093933 + (1.0266038989481894 * x_1)))))
621_fri_c0_100_10,ok,10,256,4,BFGS,0.6499200816055449,0.5887097023043291,113,464.77,,0.001,(0.007887096634028168 + (((-0.09465141626247543 * inv((2.4255042480634397 + (-3.6906296004403267 * (8.330528184386568e-10 + (1.0050378147807428 * x_4)))))) - (((-0.4927645932624224 * (1.4976230557380417e-10 + (1.0050378197078866 * x_1))) - (0.4540578877298433 * (inv((148.29064385233224 + (0.025655573430697014 * (-1.652504178821832e-09 + (1.005037812839098 * x_6))))) * (-90.83468133705938 * inv((93.20798056547255 + (-0.6423185286077427 * ((inv((0.4574005882112676 + (85.41476652034763 * (8.330528184386568e-10 + (1.0050378147807428 * x_4))))) * (5.607351256555068e-09 + (1.0050378092727088 * x_5))) * inv((6.019054523478022 + (1.0266130043499844 * (9.734549852333354e-10 + (1.0050378163751326 * x_8))))))))))))) + ((-0.41158161512195485 * (3.369651839070239e-09 + (1.0050378086193497 * x_0))) - (0.5879967954574635 * (2.316635645158825e-09 + (1.005037811384345 * x_3)))))) - ((-0.15536735363282209 * (inv((1.9626292072690126 + (0.7476498142713712 * (5.607351256555068e-09 + (1.0050378092727088 * x_5))))) * (-5.503764690973492e-09 + (1.0050378132222737 * x_9)))) + (0.013218473838474649 * (-1.652504178821832e-09 + (1.005037812839098 * x_6))))))
623_fri_c4_1000_10,ok,10,32,1,BFGS,0.1957258682617864,0.7711891021414953,49,389.85,,0.001,(0.021704828373075087 + ((0.3014388810945986 * (0.1293185428126426 + (1.1237869624512584 * x_4))) + ((-0.26765129022508044 * (0.14278809094854045 + (1.0265951539192182 * x_1))) - ((((0.21837076954297413 * (0.14053229737994233 + (1.0823781329800635 * x_2))) + (0.11878777389214401 * (0.12525825913657282 + (0.980269270206672 * x_6)))) - (0.22509957110072615 * (0.09947925414942209 + (1.0205751432371792 * x_3)))) + (0.057063764685492 * (0.0736087982084613 + (0.9999677590618523 * x_9)))))))
624_fri_c0_100_5,ok,5,128,3,BFGS,0.7654235997694951,0.48190313794990564,114,423.74,,0.001,(0.17423873188859673 + (((0.003090483863276634 * (4.24014525147764e-09 + (1.0050378137630331 * x_0))) - (((-0.07743223255569878 * (-2.059231685602471e-10 + (1.0050378118806327 * x_1))) - ((((0.17280375618285232 * (-1.8252280771675934e-09 + (1.0050378081626472 * x_2))) - ((0.1940662951665823 * (-1.8252280771675934e-09 + (1.0050378081626472 * x_2))) - (0.4440247656210135 * (-2.059231685602471e-10 + (1.0050378118806327 * x_1))))) - (0.5335127974415139 * (((0.040590171768835975 * (1.6052646991142874e-09 + (1.005037818082082 * x_3))) - (0.8484598226354826 * inv((6.217116215795782 + (-0.08407960745619017 * (-1.9656302458928866e-09 + (1.0050378110182856 * x_4))))))) * (6.776621536775071 * (1.6052646991142874e-09 + (1.005037818082082 * x_3)))))) - (0.11919511635788857 * inv((3.7538413036121625 + (3.6208522959956424 * (1.6052646991142874e-09 + (1.005037818082082 * x_3)))))))) - ((0.27908355750752445 * (-1.9656302458928866e-09 + (1.0050378110182856 * x_4))) - (-0.388435427153647 * (4.24014525147764e-09 + (1.0050378137630331 * x_0)))))) - (0.5930927560738622 * inv((88.41548583712242 + (0.5075223216080932 * (-1.8252280771675934e-09 + (1.0050378081626472 * x_2))))))))
627_fri_c2_500_10,ok,10,256,4,BFGS,0.31422326911105547,0.8364758958922919,118,390.77,,0.001,(0.15445361955957004 + (inv((1.3976271775113687 + (0.5336395998805104 * ((0.026683047888560293 + (0.9757203942515261 * x_2)) * inv((3.9127839064753713 + (0.3367173460317485 * (-0.013129577447021317 + (0.9990856847101941 * x_1))))))))) * ((((0.3320073801241644 * (0.033341707614650384 + (0.9827162141673074 * x_3))) - (-0.005051293715522294 * inv((0.7885850862928122 + (12.536114092040602 * (-0.05602650016378306 + (0.9823369513031974 * x_7))))))) - (0.16056759860054337 * inv((0.6181948012230147 + (0.27999232262670354 * (inv((3.548509897445978 + (0.9924834866982504 * (-0.026586736692291005 + (0.9760546559365092 * x_9))))) * (((0.5436891004179261 * (-0.022952103075604885 + (0.9844216391496325 * x_5))) - ((2.692229339515224 * (-0.013129577447021317 + (0.9990856847101941 * x_1))) - (-1.185319233141158 * (0.033341707614650384 + (0.9827162141673074 * x_3))))) + (0.6122854778432167 * (0.089197355976 + (0.9914281091126119 * x_8)))))))))) + ((-0.5194439214920928 * (-0.013129577447021317 + (0.9990856847101941 * x_1))) + ((-0.06392993022531573 * (-0.03715904788242102 + (0.9873114643136044 * x_0))) + (0.1542308318235227 * (0.03697216135961967 + (1.0049960573880736 * x_4))))))))
628_fri_c3_1000_5,ok,5,64,2,BFGS,0.3082679356413206,0.8166726669477671,111,385.99,,0.001,(0.0020013834099251735 + (((0.31031037704189696 * (0.07995654940232406 + (1.0305655132338056 * x_3))) - ((0.22790880509486242 * (-0.011951282734320523 + (1.0307417971714052 * x_1))) - (0.29895787557940706 * inv(((4.3206399410713425 * inv((2.7376931827359714 + (27.63375666757219 * (-0.011951282734320523 + (1.0307417971714052 * x_1)))))) - (((((4.0644458226049185 * (-0.006538880888095933 + (1.0173482172539636 * x_0))) + (0.07106459288342118 * inv((0.4581021916641914 + (36.394653028809685 * inv((0.1399944910006404 + (37.299217468752936 * (0.31532708508026697 * (-0.011951282734320523 + (1.0307417971714052 * x_1))))))))))) - (42.48113769300694 * inv((33.449507008545766 + (0.4821247759789969 * (0.04995802988010866 + (1.124767200659096 * x_4))))))) - ((0.5267543157929582 * (0.04665711240912954 + (1.1089028168055421 * x_2))) - (6.188596982898781 * (-0.006538880888095933 + (1.0173482172539636 * x_0))))) - (0.3822026004156775 * inv((2.1809623043133066 + (1.2812848930722869 * (0.07995654940232406 + (1.0305655132338056 * x_3)))))))))))) + (0.08826450424077054 * (0.07995654940232406 + (1.0305655132338056 * x_3)))))
631_fri_c1_500_5,ok,5,128,3,BFGS,0.5243773583125141,0.712937199926737,38,383.65,,0.001,(0.15846000111266248 + ((-0.9442006611154081 * sin((-0.7013176440042619 + (2.687585108732936 * (0.051813494666047274 + (0.9930497282225305 * x_1)))))) - ((8.16784109641952 * (0.04936468118293561 + (1.0271014528879046 * x_2))) - ((8.46000590198185 * (0.04936468118293561 + (1.0271014528879046 * x_2))) - (0.43712051420820264 * (0.06765066243771634 + (0.9954469854695703 * x_0)))))))
634_fri_c2_100_10,ok,10,256,4,BFGS,0.40531071733491053,0.7672954986613751,129,375.68,,0.001,(-0.04248334562650019 + (((((((-0.5558395577748176 * (-3.891699263916169e-09 + (1.005037812523656 * x_0))) + (0.6586839410317731 * (-2.2277142980311373e-09 + (1.005037820890266 * x_8)))) - ((((-0.10329529280153371 * (1.3478607413557276e-09 + (1.0050378131397857 * x_5))) - (-0.5463965245872151 * (-2.2277142980311373e-09 + (1.005037820890266 * x_8)))) - (-1.5995317594630398 * (-6.053673205708496e-09 + (1.0050378214297475 * x_6)))) + (-4.088028349589127 * ((-6.053673205708496e-09 + (1.0050378214297475 * x_6)) * inv((7.588114513942674 + (2.262314304854317 * (-3.5942953176591e-09 + (1.0050378169186154 * x_1))))))))) - ((0.03414524587857473 * inv((1.8097965344515217 + (1.0947529548335142 * (2.620840332405153e-10 + (1.005037813903384 * x_7)))))) - (1.6711538317604644 * (2.620840332405153e-10 + (1.005037813903384 * x_7))))) - (-0.1316896948775625 * (-6.053673205708496e-09 + (1.0050378214297475 * x_6)))) - ((1.31013340999761 * (-1.984350541638051e-09 + (1.0050378174665446 * x_9))) + (((1.4758410049363881 * (2.620840332405153e-10 + (1.005037813903384 * x_7))) - (1.1899729691484349 * (-1.984350541638051e-09 + (1.0050378174665446 * x_9)))) + (-0.8583970987190956 * (-6.053673205708496e-09 + (1.0050378214297475 * x_6)))))) + (0.23213391229387748 * (-2.040511411673613e-09 + (1.0050378188363487 * x_4)))))
635_fri_c0_250_10,ok,10,256,4,BFGS,0.7026860586741918,0.5372691458248925,91,466.49,,0.001,(0.5505929708904136 + ((0.3918998297494638 * (-0.0158002831059501 + (1.035825655276819 * x_0))) - ((-0.5722693094794451 * (3.284185646600527e-05 + (1.0134618852695818 * x_3))) - ((-0.3402812160039932 * (-0.029670791284983563 + (0.9968372944853446 * x_6))) - (((((-0.00048725766617325897 * (0.023946984823668138 + (1.0075174426626203 * x_9))) - ((0.3027723488830436 * (-0.029670791284983563 + (0.9968372944853446 * x_6))) - (23.332813601257257 * inv((47.092181684647585 + (0.1071890364443574 * (0.0299533659358918 + (1.026432356260368 * x_1)))))))) - ((0.24560807303267207 * (0.05626701566663447 + (0.984972246146817 * x_4))) - (0.35924655425541885 * inv((7.443056090330849 + (0.46906100803091877 * (-0.029670791284983563 + (0.9968372944853446 * x_6)))))))) - (0.3474901972429383 * (0.0299533659358918 + (1.026432356260368 * x_1)))) + (0.023452335017361547 * (0.03710033285164021 + (0.9862754867919485 * x_2))))))))
641_fri_c1_500_10,ok,10,256,4,BFGS,0.26846568407510385,0.8167731533722047,33,364.25,,0.001,(-0.06856045264115106 + ((-0.4564704317933108 * inv(((0.7489758770972517 * inv((-0.2625108991503986 + (2.3273973125403034 * (0.00805487804850231 + (0.9968997576834833 * x_1)))))) - (-0.4886665790390664 * (-0.00754624478365389 + (0.9836753950133191 * x_0)))))) + (0.22752754845180917 * (-0.00754624478365389 + (0.9836753950133191 * x_0)))))
646_fri_c3_500_10,ok,10,256,4,BFGS,0.4397744753301702,0.7360075308747677,140,355.14,,0.001,(0.3452484285951603 + ((((0.5090414991598413 * (-0.0010674995282084277 + (0.9888977016014616 * x_3))) - (2.8230624276471716 * inv((5.587553281452562 + (-1.2373318330523941 * (0.05867666558860839 + (0.9957561638142012 * x_6))))))) - (0.0009097839284801399 * ((-0.07585884095525353 + (0.9394858417435231 * x_4)) * ((((0.8938626841356861 * ((((((-16.91054769158265 * (-0.07566403615497733 + (1.0061982190189063 * x_1))) + (-0.09026136872615899 * (0.018198606053000926 + (0.9830177296829794 * x_7)))) - (-0.08580614110746695 + (0.9764867799745204 * x_0))) + (1.2198623813011762 * inv((492.2888797114286 + (-6.312166988559381 * (-0.07585884095525353 + (0.9394858417435231 * x_4))))))) - (0.2626676768527172 * inv(inv((55.05137870820124 + (-2.4712449365792373 * (-0.08572351112350518 + (0.9977370817874324 * x_8)))))))) * (27.560965224944077 * (-0.07566403615497733 + (1.0061982190189063 * x_1))))) - (-1.16207324100216 * inv((28.003391637591825 + (5.306537615770605 * (-0.015303586236559374 + (0.9921594894841607 * x_5))))))) + (0.053519313078675294 * (-0.05721558898573879 + (0.9725279454163238 * x_2)))) + ((-1.9959741282679513 * (-0.0010674995282084277 + (0.9888977016014616 * x_3))) + ((-35.34375352099294 * (-0.015303586236559374 + (0.9921594894841607 * x_5))) - (0.018198606053000926 + (0.9830177296829794 * x_7)))))))) - (0.7232538492386287 * (-0.07585884095525353 + (0.9394858417435231 * x_4)))))
647_fri_c1_250_10,ok,10,256,4,BFGS,0.3250160536377782,0.829320268364886,115,381.23,,0.001,(0.5963893073255099 + (((-7.120761634573052 * (0.04259752720332055 + (1.0063005627788042 * x_4))) - ((-11.007472461977159 * inv((24.65310469268168 + (2.0094102183977283 * (-0.06563464502751039 + (0.9806987438418552 * x_1)))))) - (((0.15245560789287554 * (-0.02629323549384153 + (0.9986094332148666 * x_2))) - ((-0.7610431684279403 * ((-0.02713842520686745 + (0.9779645183370135 * x_8)) * inv((12.907040271940804 + (0.828718966509111 * (-0.01920572954524788 + (0.9843620950829046 * x_5))))))) - (0.034513893108309435 * (0.0026619787194639703 + (0.9855581582449608 * x_9))))) - ((-0.41515967544042587 * (0.012771660018394299 + (0.9916244828062031 * x_3))) + (-0.10666344632501017 * (0.04259752720332055 + (1.0063005627788042 * x_4))))))) - (((12.333930074362403 * inv((6.912272542804521 + (-0.4329385435768276 * (0.0005549552017442876 + (1.0134782143162062 * x_7)))))) - ((7.182406624369438 * (0.04259752720332055 + (1.0063005627788042 * x_4))) + (121.60140366682313 * inv((174.4823901866144 + (0.2151768608541197 * (-0.06563464502751039 + (0.9806987438418552 * x_1)))))))) - (-0.23621976610612583 * (-0.0661680238763467 + (0.9883772642250066 * x_0))))))
649_fri_c0_500_5,ok,5,64,2,BFGS,0.7389300105562323,0.4954548869751887,112,393.79,,0.001,(0.0458903902946584 + (((((0.41493641595491493 * (-0.08932909934794814 + (1.0023846504648501 * x_0))) - ((-0.07589008862207867 * inv((0.9202127288903732 + (9.583982465063297 * (((0.4286318631686433 * inv((63.45435510562996 + (0.10526135693749136 * (-0.06639078434904079 + (1.0571454595405074 * x_3)))))) - (7.801191127536642 * (-0.06639078434904079 + (1.0571454595405074 * x_3)))) * ((8.175670196015014 * inv((0.7727378037194814 + (6.972213007036874 * (-0.021789259863661356 + (1.0063983944922867 * x_2)))))) - ((inv((31.324458014603696 + (0.5368672079376307 * (-0.08932909934794814 + (1.0023846504648501 * x_0))))) * (-0.06639078434904079 + (1.0571454595405074 * x_3))) * (0.5169208299819704 * inv((0.13159896793208464 + (-0.1155506575813881 * (-0.08932909934794814 + (1.0023846504648501 * x_0))))))))))))) - (0.38525439608629497 * (0.05231147534006627 + (1.0066634887399533 * x_1))))) - (-0.5143082972470463 * (-0.06639078434904079 + (1.0571454595405074 * x_3)))) - (-0.26868477700594395 * (0.007078065159054314 + (1.0130563010908327 * x_4)))) - (-0.0005914219601739271 * (-0.021789259863661356 + (1.0063983944922867 * x_2)))))
654_fri_c0_500_10,ok,10,256,4,BFGS,0.6833732334779163,0.5766555161695631,140,315.99,,0.001,(-0.03143064652905207 + (((0.42336980929088286 * (-0.06393432606302606 + (0.9998031220651009 * x_1))) - ((-0.5763104496858977 * (0.0007491783139851028 + (0.9893417119088128 * x_3))) - (((-27.97180674827309 * (((-0.04407831859558271 + (1.0230621218787368 * x_2)) * (-0.040554941512674664 + (0.9867431653933428 * x_5))) * (0.0013868383916263273 * inv(((1.5928879292016376 * (-0.10813174643488255 + (1.0302077368719882 * x_9))) - ((5.048901435567467 * (-0.014222167248802433 + (1.0018358309056357 * x_7))) - (-7.506439937128983 * inv((-0.32391476700509136 + (0.29811779210897793 * (-0.014222167248802433 + (1.0018358309056357 * x_7)))))))))))) - (((0.09566022003698846 * (0.012504066596160423 + (0.9932606007852361 * x_8))) - ((1.1464916596674897 * inv((0.41350376417037704 + (189.14188110880968 * (-0.014222167248802433 + (1.0018358309056357 * x_7)))))) - (-0.22775624670925776 * (0.04187135150738115 + (1.0510953173290194 * x_4))))) - ((-0.08594764933675225 * (inv((10.06583706975739 + (-1.2527064668660688 * (-0.028243686434320705 + (1.024267302083891 * x_6))))) * (-0.028243686434320705 + (1.024267302083891 * x_6)))) - (-0.11418024466364562 * (0.012504066596160423 + (0.9932606007852361 * x_8)))))) - (0.03360067716735443 * inv((-0.5120396699500853 + (77.283430837427 * (-0.027601897422796586 + (1.0061636075716038 * x_0))))))))) - (-0.42430232386542666 * (-0.027601897422796586 + (1.0061636075716038 * x_0)))))
656_fri_c1_100_5,ok,5,32,1,BFGS,0.6375553867429087,0.5990160042609467,96,527.02,,0.001,(-0.20970009290310265 + ((0.9704613980094385 * cos((-0.6818557396618432 + (-2.0537996421429803 * (-2.4523577450329915e-09 + (1.0050378152122343 * x_1)))))) - (1.759040720777807 * ((0.04143095977567979 * inv((2.73619627955608 + (-0.19986759229359835 * (-2.3774765717598145e-09 + (1.005037807353799 * x_4)))))) * ((2.48519764307885 * sin((0.4310330319429958 + (10.47637205224223 * (2.6302004833736337e-09 + (1.0050378148437342 * x_0)))))) - (((13.368780969161712 * (-2.334185930610602e-09 + (1.005037817059757 * x_3))) - (5.71836466885662 * (2.6302004833736337e-09 + (1.0050378148437342 * x_0)))) - inv((7.661291019107802 + (-0.13503745208121382 * (((0.04074310284096405 * (-2.334185930610602e-09 + (1.005037817059757 * x_3))) - (0.0009972156748419394 * (inv((-101.25542208726219 + (-0.006243756567497466 * (-2.4523577450329915e-09 + (1.0050378152122343 * x_1))))) * (-2.334185930610602e-09 + (1.005037817059757 * x_3))))) * (-2.3774765717598145e-09 + (1.005037807353799 * x_4))))))))))))
657_fri_c2_250_10,ok,10,256,4,BFGS,0.5297476484374197,0.6699801993128192,82,404.28,,0.001,(-0.07678910408764615 + (inv((0.3622240723321011 + (2.1543465016822347 * ((0.022131640344706344 + (1.009302535480512 * x_1)) * (0.022131640344706344 + (1.009302535480512 * x_1)))))) * ((-0.02674959874222025 * (-0.027403051165010864 + (0.9906865960511145 * x_9))) - ((0.05464862834173397 * (-0.037582608011145234 + (0.9993401832171055 * x_6))) + ((((0.021355044713985794 * (-0.006003778824579484 + (1.0087748641396674 * x_5))) - (0.021108432184670414 * (0.01923199185394909 + (1.0038423878099012 * x_7)))) - ((0.22863141446873111 * (0.004078747777071304 + (0.9820351885905952 * x_3))) + ((-1.2796965316958542 * (0.022131640344706344 + (1.009302535480512 * x_1))) + (-0.19200865836162567 * (0.021508000057596278 + (0.9976225312856856 * x_2)))))) + (0.3134874341279732 * (0.009016765386932166 + (0.9975550945917872 * x_0))))))))
659_sleuth_ex1714,ok,7,256,4,BFGS,0.9044133406692487,842.4105332813773,114,381.66,,0.001,(5.260092906543051 + ((0.2757681180630902 * (-2.7012166664995867 + (0.044775757746126514 * x_3))) - ((((2.1883300879699004 * ((0.7485117905243941 + (0.14497047446986044 * (-0.9806249362272483 + (1.5947879644085274 * x_6)))))**2) - ((5.907339057642556 * ((0.8344196778766757 + (-0.2276191052536105 * (-1.3342416419238172 + (0.1086628959150872 * x_1)))))**2) - (3.523650826685115 * ((-1.085177167929372 + (0.031018261473926296 * x_4)) * ((1.6378220911433483 * ((8.859864652952478 + (1.9143606096280497 * (-2.1195565262766687 + (0.06927618688108722 * x_0)))))**2) + (((0.2470255274325759 + (-0.2540538246488686 * (-1.085177167929372 + (0.031018261473926296 * x_4)))))**2 * (22.47722682697652 * ((1.92265675262927 + (5.476665576891923 * (-2.1027705487761197 + (0.0695497648082179 * x_2)))))**2))))))) - (0.19869869820186736 * (-0.9806249362272483 + (1.5947879644085274 * x_6)))) - ((103.37395167983334 + (0.14829029714059166 * ((8.207525654975242 * ((0.5155597914123797 + (0.08346813207354706 * (-1.3342416419238172 + (0.1086628959150872 * x_1)))))**2) * (24.04678088277582 * (-1.5864294781793549 + (0.23528616482898382 * x_5)))))))**2)))
663_rabe_266,ok,2,32,1,BFGS,0.9855500134482238,6.2741612113174785,33,19.45,,0.001,(-86.93787522861945 + ((48.97597536649899 * (0.14484136487558028 + (0.028968272975116057 * x_0))) + ((195.17980566338875 * inv((5.600257917387511 + (1.9682075139808404 * (-1.9148542155126762 + (0.06963106238227913 * x_1)))))) - inv((19.541629937531603 + (102.95752352272007 * (-1.9148542155126762 + (0.06963106238227913 * x_1))))))))
665_sleuth_case2002,ok,6,256,4,BFGS,0.42813746109763795,7.263544323129783,87,376.16,,0.001,(15.649844287590781 + (((5.307988587446882 * (-1.9995832060131968 + (0.0717974429125403 * x_5))) - (-1.1811132449068342 * inv((0.8993913302463876 + (0.7761502229174702 * (-1.9995832060131968 + (0.0717974429125403 * x_5))))))) - ((-0.5694947974514993 + (2.3254370895936227 * x_0)) * (((-0.43913680369028496 * (-7.778182412958265 + (0.1365408185699624 * x_4))) - ((1.719591838357852 * inv((19.41507372506777 + (-0.41353653527958645 * (-0.5694947974514993 + (2.3254370895936227 * x_0)))))) - (0.9317455514196431 * (-0.5694947974514993 + (2.3254370895936227 * x_0))))) + (inv(((0.7893986636605461 * (-0.9151502608861564 + (2.0078669903024626 * x_2))) - (1.3840602067928178 * inv((0.8506477483798984 + (0.19357175205801402 * (-0.7071067811865475 + (2.1213203435596424 * x_1)))))))) + (0.7516957581551647 * (-0.9151502608861564 + (2.0078669903024626 * x_2))))))))
666_rmftsa_ladata,ok,10,32,1,BFGS,0.7341095124007431,1.7721814034546102,124,348.86,,0.001,(7.80656757891316 + ((0.08232943784698249 * (((11.158175762708566 * (-11.545971418891767 + (0.06591093670668177 * x_0))) - (-0.19886151632705085 * inv((3.7459707762420766 + (3.946622997555817 * (-2.8651998268107124 + (0.2441512028573268 * x_6))))))) * (-11.545971418891767 + (0.06591093670668177 * x_0)))) + ((0.6325736179089805 * inv(((115.90349251194198 * inv((-15.139562533687375 + (0.9055389302530892 * ((-3.2431091529575657 + (0.9419701858187693 * x_5)) * (-7.906331305186756 + (0.10670741666151873 * x_2))))))) - (0.057111933110142316 * (-2.2523529244541303 + (0.24606332236205597 * x_4)))))) + ((0.19574356066234289 * (-1.860383418830298 + (0.22141754360553986 * x_8))) + ((0.004458539640574365 * (-2.2523529244541303 + (0.24606332236205597 * x_4))) - ((1.0915142403359148 * (-9.53752739277275 + (0.10189589818207269 * x_1))) - ((((0.5146194595002966 * (-5.011682575607894 + (0.08680026844289343 * x_3))) - ((-2.8146398281152827 * (-9.53752739277275 + (0.10189589818207269 * x_1))) + (0.9929138020999568 * (-3.3483486236896987 + (0.06797828569246922 * x_9))))) - (-0.9950696684106934 * (-3.3483486236896987 + (0.06797828569246922 * x_9)))) + (-0.6044830055578596 * (-5.011682575607894 + (0.08680026844289343 * x_3))))))))))
678_visualizing_environmental,ok,3,256,4,BFGS,0.5007890638045768,2.503406998561999,86,344.07,,0.001,(10.112400275285552 + (((((8.317175207109528 * (-8.199984227605405 + (0.1054080196021077 * x_2))) - ((1.902436593293623 * (-1.2708878931061365 + (0.03018800687669188 * x_0))) - (-5.206625429712389 * (-8.199984227605405 + (0.1054080196021077 * x_2))))) - (0.0047270344517339104 * inv((3.954178886397541 + (20.911048756215123 * (-8.199984227605405 + (0.1054080196021077 * x_2))))))) - (3.489884376757212 * (-8.199984227605405 + (0.1054080196021077 * x_2)))) - cos((4.218001479905849 + (2.434958709664521 * cos((((-5.3600456135433205 * inv((213.64532228353346 + (-10.177430076703143 * (-1.2708878931061365 + (0.03018800687669188 * x_0)))))) - (33.30146198512432 * (-1.2708878931061365 + (0.03018800687669188 * x_0)))) - (20.30740124875844 * inv((42.629733951387436 + (-1.5407960823720597 * (-8.199984227605405 + (0.1054080196021077 * x_2)))))))))))))
687_sleuth_ex1605,ok,5,128,3,BFGS,0.6803055738065898,8.617907243425186,137,423.70,,0.001,(107.17300604829938 + ((1.6614138134640604 * (-8.4556341730914 + (0.07385873749389502 * x_4))) - ((0.46331790888137037 * (-8.688995392983172 + (0.07749104061636315 * x_3))) - (((-10.678433520672542 * inv(((247.76440645917182 * (-8.688995392983172 + (0.07749104061636315 * x_3))) - (-1.1630448927504493 * (-8.4556341730914 + (0.07385873749389502 * x_4)))))) - (2.720440967825952 * (-8.944849837562757 + (0.07735816570356965 * x_2)))) - (((0.8581203465756966 * (-8.688995392983172 + (0.07749104061636315 * x_3))) - ((0.20750154812494534 * ((((3.9903244658503625 * (-8.688995392983172 + (0.07749104061636315 * x_3))) - (((-0.3282571371756998 * (-8.944849837562757 + (0.07735816570356965 * x_2))) - (102.37456338011279 * inv(((4.971512867987663 * (-8.688995392983172 + (0.07749104061636315 * x_3))) - (0.08015873960535419 * exp((5.472948518493933 + (0.007571025264711279 * (-5.422613168093948 + (0.06312467450653864 * x_1)))))))))) - (-0.8596942344230486 * (-8.4556341730914 + (0.07385873749389502 * x_4))))) - (0.1437660819625327 * (-5.422613168093948 + (0.06312467450653864 * x_1)))) * (-7.403584231179066 * (-8.4556341730914 + (0.07385873749389502 * x_4))))) - (-3.3640748467513584 * (-8.688995392983172 + (0.07749104061636315 * x_3))))) - inv((0.20972675954974246 + (19.842798378371256 * (-4.273294241464471 + (0.34678565833873976 * x_0))))))))))
