dataset,status,n_features,refinement_type,r2,rmse,complexity,complexity_original,complexity_simplified,expr,expr_simplified,seconds,error,rows
feynman_I_15_3t,ok,4,NoRef,0.998885380116889,0.04025092131625781,41,41,41,((2.8000000000000003 + (1.19 * (-2.419137422785296 + (0.862311797425404 * x_3)))) - ((0.01 + (-0.005 * (-3.34115030979141 + (0.5107587437264599 * x_1)))) * ((2.0 + (4.3 * (-2.717105569629776 + (0.8849901747612658 * x_0)))) + ((0.001 + (0.006 * (-3.34115030979141 + (0.5107587437264599 * x_1)))) * ((9.0 + (7.0 * (-5.192961335421972 + (3.487532856832522 * x_2)))) * ((-0.01 + (60.0 * (-2.419137422785296 + (0.862311797425404 * x_3)))) + (-0.001 + (-44.0 * (-2.717105569629776 + (0.8849901747612658 * x_0)))))))))),1.02615103893623*x_3 - (0.0025537937186323*x_1 - 0.0267057515489571)*(-3.805457751473443*x_0 + (0.003064552462358759*x_1 - 0.0190469018587485)*(24.41272999782765*x_2 - 27.3507293479538)*(38.9395676894957*x_0 - 51.7387078455242*x_3 + 25.60660030340762) + 9.683553949408036) - 0.078773533114501769,5.1434149742126465,,200
feynman_I_15_3x,ok,4,NoRef,0.9959730237703699,0.10446294337431401,71,55,71,((-0.00273 + (-0.399 * (-5.406940417278592 + (3.651746841581515 * x_3)))) + ((((5.13 + (-5.406940417278592 + (3.651746841581515 * x_3))) + ((-0.0097 + (-0.00294 * (-5.31046149851653 + (0.7020053706524357 * x_0)))) * (0.0752 + (48.6 * (-5.31046149851653 + (0.7020053706524357 * x_0)))))) * (-0.0378 + (-0.0826 * (-5.10499948290293 + (3.3738543444755535 * x_1))))) - ((-0.619 + (-0.0921 * ((-0.281 + (0.050100000000000006 * inv((-0.312 + (-0.16 * (-2.178268316616358 + (0.18522376390576137 * x_2))))))))**2)) * (8.75 + (2.2 * (-5.31046149851653 + (0.7020053706524357 * x_0))))))),((1.544411815435359*x_0 - 2.93301529673637)*(0.0921*(0.0083276604252030322*x_2 + 0.039837056484928547)**2 + 0.619*(0.02963580222492182*x_2 - 0.03652293065861729)**2) + (0.02963580222492182*x_2 - 0.03652293065861729)**2*(-1.457046989791025*x_3 + (0.27868036885368074*x_1 - 0.383872957287782)*(-3.651746841581515*x_3 + (0.002063895789718161*x_0 - 0.0059127568056386)*(34.11746101370838*x_0 - 258.013228827903) + 0.2769404172785921) + 2.154639226494158))/(0.02963580222492182*x_2 - 0.03652293065861729)**2,8.108359575271606,,200
feynman_I_16_6,ok,3,NoRef,0.986180314218089,0.1413260784748462,41,41,41,((((((0.00847 + (-2.7471278243839246 + (0.9079909650983548 * x_2))) + (0.009729999999999999 + (-0.997 * (-2.338683200901609 + (0.839476836958178 * x_0))))) * ((0.931 + (-0.24000000000000002 * (-2.550087265129937 + (0.8894335703382671 * x_1)))) + (-76.4 + (24.0 * (-2.7471278243839246 + (0.9079909650983548 * x_2)))))) * ((0.0030399999999999997 + (-0.062000000000000006 * (-2.338683200901609 + (0.839476836958178 * x_0)))) + (0.0005499999999999999 + (0.055600000000000004 * (-2.550087265129937 + (0.8894335703382671 * x_1)))))) - (-92.3 + (2.43 * (-2.550087265129937 + (0.8894335703382671 * x_1))))) * (0.030100000000000002 + (0.0142 * (-2.338683200901609 + (0.839476836958178 * x_0))))),(0.0119205710848061*x_0 - 0.003109301452802848)*(-2.161323575921989*x_1 + (-0.05204756389140704*x_0 + 0.049452506510807654*x_1 + 0.0068035065146752661)*(0.836958406447303*x_0 - 0.9079909650983548*x_2 + 0.39726067308502041)*(0.21346405688118412*x_1 - 21.79178316236051*x_2 + 140.78804684158301) + 98.49671205426574),3.9164812564849854,,200
feynman_I_18_12,ok,3,NoRef,0.9957278723199027,0.4540322975911918,24,22,24,(((2.5 + (-2.421696017227875 + (0.8519542273871007 * x_0))) * (0.1 + (0.04 * (-2.548286892362978 + (0.86026417115375 * x_1))))) * (0.1 + (34.7 * sin((0.62 + (-1.4000000000000001 * (-1.725396682298155 + (0.6944642421502414 * x_2)))))))),-(0.8519542273871007*x_0 + 0.07830398277212502)*(0.03441056684615*x_1 - 0.001931475694519116)*(34.7*sin(0.97224993901033803*x_2 - 3.0355553552174172) - 0.1),13.089693069458008,,200
feynman_I_18_14,ok,4,NoRef,0.9966377405880514,1.4794566065853891,30,28,30,((-0.13 + (-0.04870000000000001 * (-2.613124523709804 + (0.8658355855259678 * x_2)))) * ((0.0018 + (-0.661 * sin((-0.0396 + (-2.7962163559154027 + (0.9041044335611569 * x_3)))))) * ((55.800000000000004 + (20.7 * (-2.6000499735222258 + (0.8575648261012243 * x_0)))) * (-6.11 + (-2.13 * (-2.6321438473229772 + (0.8768714116868315 * x_1))))))),-(17.75159190029534*x_0 + 1.9789655480899317)*(1.867736106892951*x_1 + 0.50353360520205917)*(0.04216619301511464*x_2 + 0.002740835695332521)*(0.661*sin(0.9041044335611569*x_3 - 2.8358163559154027) - 0.0018),14.109812498092651,,200
feynman_I_18_4,ok,4,NoRef,0.9593939503421356,0.17874582926804347,51,51,51,((((0.304 + (-2.8149539998910376 + (0.9007791820199235 * x_3))) + ((0.00537 + (0.0034999999999999996 * (-2.6157150245109952 + (0.8800441601899178 * x_1)))) * (0.9400000000000001 + (-92.0 * (-2.604761631720367 + (0.8569951062057086 * x_2)))))) * ((0.5800000000000001 + (0.0066 * (-2.6157150245109952 + (0.8800441601899178 * x_1)))) + (-0.00414 + (-0.0597 * (-2.664498595282067 + (0.8920120394009231 * x_0)))))) - (((0.24000000000000002 * (-2.664498595282067 + (0.8920120394009231 * x_0))) * ((0.007809999999999999 + (0.49400000000000005 * (-2.8149539998910376 + (0.9007791820199235 * x_3)))) + (-0.057800000000000004 + (-0.31 * (-2.604761631720367 + (0.8569951062057086 * x_2)))))) + (-2.89 + (-0.994 * (-2.604761631720367 + (0.8569951062057086 * x_2)))))),0.8518531355684743*x_2 + (0.21408288945622156*x_0 - 0.63947966286769613)*(0.2656684829237697*x_2 - 0.44498491591784226*x_3 + 0.63310117011285896) - (-0.05325311875223511*x_0 + 0.005808291457253457*x_1 + 0.71766684697656694)*(-0.9007791820199235*x_3 + (0.0030801545606647119*x_1 - 0.0037850025857884824)*(78.84354977092519*x_2 - 240.5780701182738) + 2.5109539998910376) + 0.3008669380699553,5.318997383117676,,200
feynman_I_24_6,ok,4,NoRef,0.9902652207046548,1.45469751966933,49,51,49,((0.12000000000000001 + (-0.08660000000000001 * (-3.6425304974630017 + (1.7917824686289467 * x_2)))) - (((0.0033799999999999998 + (-3.528758604253555 + (1.7555246602223264 * x_1))) + (0.00242 + (4.79 * exp(((0.021800000000000003 + (-0.021500000000000002 * (-3.6425304974630017 + (1.7917824686289467 * x_2)))) * (0.801 + (-9.83 * arctan((6.0200000000000005 + (0.00365 * (-3.528758604253555 + (1.7555246602223264 * x_1)))))))))))) * ((28.2 + (7.91 * (-3.4568449343419667 + (1.721945283087779 * x_0)))) * (0.0059 + (-0.008709999999999999 * (((-4.7 + (-0.442 * (-3.567613329038069 + (1.7349021460027578 * x_3)))) + (0.00743 + (-0.75 * (-3.567613329038069 + (1.7349021460027578 * x_3))))))**2))))),-0.1551683617832668*x_2 + (13.62058718922433*x_0 + 0.8563565693550422)*(0.008709999999999999*(2.0680033580352873*x_3 + 0.439974911786622)**2 - 0.0059)*(1.7555246602223264*x_1 + 4.79*exp((0.038523323075522358*x_2 - 0.10011440569545455)*(9.83*atan(0.0064076650098114914*x_1 + 6.007120031094475) - 0.801)) - 3.522958604253555) + 0.43544314108029599,11.960132598876953,,200
feynman_I_25_13,ok,2,NoRef,0.9996506204262923,0.015460251917513256,21,17,21,((0.183 + (0.0724 * (-2.5512487222767346 + (0.8665706977286725 * x_0)))) * (-0.0036899999999999997 + (-94.5 * inv((-17.7 + (-7.33 * (-2.400742498290202 + (0.8003923054356457 * x_1)))))))),-(0.06273971851555589*x_0 - 0.0017104074928356045)*(0.021648770959731713*x_1 - 94.499621562871004)/(5.866875598843283*x_1 + 0.1025574875328186),5.158416986465454,,200
feynman_I_26_2,ok,2,NoRef,0.9897365017418691,0.04893251637736693,24,24,24,(((-0.00845 + cos(((36.4 + (-0.00462 * (-1.564164953504747 + (3.41799237175793 * x_0)))) - (-0.00515 + (1.29 * (-2.401625007900688 + (0.840568848454874 * x_1))))))) * (-64.2 + (-6.1000000000000005 * (-1.564164953504747 + (3.41799237175793 * x_0))))) * (-0.0072 + (-0.00445 * (-1.564164953504747 + (3.41799237175793 * x_0))))),(0.0152100660543228*x_0 + 0.0002394659569038757)*(20.849753467723376*x_0 + 54.658593783621045)*(cos(0.0157911247575216*x_0 + 1.08433381450679*x_1 - 39.51047270227708) - 0.00845),8.637185335159302,,200
feynman_I_27_6,ok,3,NoRef,0.9639724088518137,0.07593505129396746,53,47,53,((0.02 + (0.008 * (-2.3985862823410833 + (0.8064518581298143 * x_1)))) * (0.02 + (9.0 * sqrt(((0.2 + (0.08 * (-2.5212812957632926 + (0.8269424556449783 * x_0)))) * ((80.0 + (-14.0 * (-2.5212812957632926 + (0.8269424556449783 * x_0)))) + ((-0.030000000000000002 + (-9.9 * (-2.3985862823410833 + (0.8064518581298143 * x_1)))) + (-0.009 + (-90.0 * inv((0.9 + (-0.9 * inv((-0.01 + (-0.4 * (-2.7198734845172403 + (0.8655823842985322 * x_2))))))))))))))))),(0.006451614865038515*x_1 + 0.00081130974127133362)*(9.0*sqrt(-(0.06615539645159827*x_0 - 0.0017025036610634012)*(31.16096583474716*x_2 + (0.3116096583474716*x_2 - 0.070154454426206565)*(11.5771943790297*x_0 + 7.983873395485162*x_1 - 139.00494233586282) - 97.015445442620656)/(0.3116096583474716*x_2 - 0.070154454426206565)) + 0.02),6.4043262004852295,,200
feynman_I_29_16,ok,4,NoRef,0.7608236418301656,0.9815818504857878,63,61,63,(0.016700000000000003 + (0.497 * sqrt((((-0.0193 + abs((((-2.6705100830629784 + (0.8888164274402005 * x_1)) + (0.009519999999999999 + (-8.8 * (-2.585674534025608 + (0.8767406575303234 * x_3))))) + ((-0.281 + (8.08 * (-2.4962836392515335 + (0.8671704050930179 * x_2)))) - (-0.008289999999999999 + (-0.9800000000000001 * (-2.719956086378315 + (0.8786412216232687 * x_0)))))))) * (1.7 + (-4.3 * arctan((-0.006719999999999999 + (0.00784 * sqrt((40.7 + (0.008499999999999999 * (-2.4962836392515335 + (0.8671704050930179 * x_2))))))))))) * ((6.890000000000001 + (0.534 * (-2.6705100830629784 + (0.8888164274402005 * x_1)))) - (3.4 + (-0.92 * (-2.719956086378315 + (0.8786412216232687 * x_0))))))))),0.497*sqrt(-(Abs(0.8610683971908034*x_0 + 0.8888164274402005*x_1 + 7.006736873151585*x_2 - 7.715317786266847*x_3 - 3.0152929534407658) - 0.0193)*(4.3*atan(0.00784*sqrt(0.007370948443290651*x_2 + 40.678781589066365) - 0.006719999999999999) - 1.7)*(0.8083499238934072*x_0 + 0.4746279722530671*x_1 - 0.43841198382367931)) + 0.016700000000000003,9.200136184692383,,200
feynman_I_29_4,ok,2,NoRef,0.9997632438067334,0.019867415193985223,19,17,19,((-0.7160000000000001 + (-0.331 * (-2.1650620520807715 + (0.38592391333961634 * x_0)))) * (-0.00477 + (-0.14100000000000001 * inv((0.09400000000000001 + (0.0471 * (-1.9951431992266675 + (0.3861777173669346 * x_1)))))))),(0.12774081531541301*x_0 - 0.00063553923873530763)*(8.67613892276771e-5*x_1 + 0.14100013716285935)/(0.01818897048798262*x_1 + 2.8755316423965472e-5),4.320263385772705,,200
feynman_I_30_3,ok,3,NoRef,0.05542649028996882,2.232296526927367,43,43,43,(3e-05 + (0.8400000000000001 * abs((((9.22 + sqrt((0.051000000000000004 + (-0.00518 * (-2.461202600763884 + (0.8634250264942191 * x_2)))))) - (-9.57 + (-7.68 * (-2.7051468847223092 + (0.8846863425384316 * x_0))))) * ((-0.07700000000000001 + (0.167 * cos((52.1 + (9.64 * (-2.713917252913514 + (0.9120507374530804 * x_1))))))) - (-0.0514 + (-0.28 * ((0.00694 + (0.653 * (-2.713917252913514 + (0.9120507374530804 * x_1)))))**3))))))),0.8400000000000001*Abs((6.794391110695154*x_0 + sqrt(0.063749029471956922 - 0.004472541637240055*x_2) - 1.985528074667333)*(0.28*(0.5955691315568615*x_1 - 1.765247966152525)**3 + 0.167*cos(8.792169109047696*x_1 + 25.93783768191373) - 0.02560000000000001)) + 3.0e-5,7.880168437957764,,200
feynman_I_30_5,ok,3,NoRef,0.9983432840518445,0.005688747660709868,33,27,33,(((-0.0005099999999999999 + inv((2.4 + (-2.503496805650597 + (0.8524201121194467 * x_2))))) * (-0.298 + (-0.060500000000000005 * (-5.1465134878527214 + (3.4065737547807147 * x_0))))) * (0.005569999999999999 + (71.5 * inv((-59.2 + (-14.700000000000001 * (-4.072826686636155 + (1.186008527663161 * x_1)))))))),(0.20609771216423326*x_0 - 0.013364066015089683)*(0.097109192236531949*x_1 - 71.503734976275082)*(0.0004347342571809177*x_2 - 1.000052783370882)/((17.434325356648468*x_1 - 0.67055229355147961)*(0.8524201121194467*x_2 - 0.1034968056505971)),9.928500175476074,,200
