dataset,status,n_features,refinement_type,r2,rmse,complexity,expr,seconds,error,rows
192_vineyard,ok,2,BFGS,0.0004113028004973929,4.351073035226901,67,(15.508433807464595 + (0.003009458279562298 * ((((-49.62656389999594 + (-4.169458226011473 + (0.431896071220312 * x_1))) * ((0.792267637983495 + (-0.0008101585723822444 * cos((77.92981548223155 + (67.27954359683217 * (-4.169458226011473 + (0.431896071220312 * x_1))))))) - (-0.7895176451041345 + (-0.42547605577466 * sqrt((67.11167556999553 + (-0.04703556488434617 * (-1.7076703227012184 + (0.5208144092695798 * x_0))))))))) * (-0.3702794434274983 + (-0.05302367537617939 * (((-0.8807122755910392 + (8.243516836045029e-05 * (-1.7076703227012184 + (0.5208144092695798 * x_0)))) - (0.8046122753924236 + (-0.0050874541160761035 * (-4.169458226011473 + (0.431896071220312 * x_1))))))**3))))**2)),5.565485000610352,,52
210_cloud,ok,5,NoRef,0.8376543171351756,0.4320045078728192,54,((1.2 + (0.6 * (-1.0570827394885711 + (0.7017329636726495 * x_2)))) + ((-0.01 + (0.5 * (-1.3542915032506988 + (1.1265769290074164 * x_3)))) + (-0.01 + (-0.15 * tan(((0.02 + (-9.0 * (-1.4231307757262779 + (0.9371836815758414 * x_1)))) + ((0.01 + (0.01 * (-1.0 + (2.0 * x_0)))) + (0.01 + (-0.01 * (-1.349156164026494 + (0.6152466562861073 * x_4))))))))))),6.880618333816528,,108
215_2dplanes,ok,10,NoRef,0.6575412691037044,2.722786015311866,125,(((-0.799 + (-1.84 * (-0.03114373299321498 + (1.2457493197285991 * x_6)))) * (-0.445 + (0.005059999999999999 * (-0.16290204253291504 + (1.2066817965401115 * x_3))))) - ((((-0.0018 + (-0.9440000000000001 * (-0.03138824102871723 + (1.2555296411486891 * x_1)))) - ((0.05790000000000001 + (1.84 * (0.07603639459945774 + (1.1697906861455036 * x_4)))) + (((-0.00577 + (0.02000400120040014 + (1.000200060020007 * x_0))) * (-0.445 + (-0.006229999999999999 * (-0.0 + (1.2038585308576921 * x_2))))) * (((0.192 * (0.047524845652175754 + (1.1881211413043937 * x_5))) * (5.63 + (-17.900000000000002 * cos((-0.6990000000000001 + (-92.2 * (-0.030001500112509377 + (1.200060004500375 * x_7)))))))) + (-9.09 + (1.59 * ((0.55 + (0.872 * (0.07603639459945774 + (1.1697906861455036 * x_4)))))**3)))))) - ((0.00026 + (-0.35600000000000004 * (-0.03138824102871723 + (1.2555296411486891 * x_1)))) * (-0.00482 + (-0.8200000000000001 * (0.02500781616401777 + (1.2503908082008883 * x_9)))))) - (0.00404 + (-0.129 * (-0.08057455696049687 + (1.2396085686230287 * x_8)))))),8.638306856155396,,200
218_house_8L,ok,8,NoRef,0.13062419640897138,37788.67688937508,122,((((((-0.5 + (-0.5750000000000001 * (-1.5037336233963396 + (3.0832213967881748 * x_7)))) - (0.07 + (-0.379 * (-1.2420794631854704 + (7.280171385208041 * x_5))))) - ((-0.61 + (-0.507 * (((-0.025800000000000003 + (61.800000000000004 * cos(((-5.45 + (1.0 * cos((-46.4 + (5.8100000000000005 * (-0.2735558448495786 + (0.00011731984031014947 * x_0))))))) - (-0.556 + (0.894 * (-0.4354479563349125 + (54.54681096758018 * x_1)))))))) - (6.8100000000000005 + (-0.006699999999999999 * (-0.3762519483828514 + (8.305362235129161 * x_4))))))**2)) * (-7.5200000000000005 + (-0.8200000000000001 * (-0.2735558448495786 + (0.00011731984031014947 * x_0)))))) * (-8.24 + (-0.676 * (-8.051727895827435 + (16.731591247493967 * x_2))))) + (((0.029500000000000002 * (-8.745399041277315 + (1.4579020752294582 * x_6))) + (-34.800000000000004 + (9.75 * (-7.96909359589554 + (11.183243963289556 * x_3))))) + (-0.505 + (-9.71 * (-8.745399041277315 + (1.4579020752294582 * x_6)))))) + (-0.08 + (-0.053500000000000006 * (-1.5037336233963396 + (3.0832213967881748 * x_7))))),11.31693720817566,,200
225_puma8NH,ok,8,BFGS,1.171811969680192e-08,5.62429594321574,111,(((-4.881135311076677e-08 * cos((-6.966577424555511 + (-0.06585661692848528 + (0.8959411617355382 * x_2))))) * (0.1344462285127242 + (-17.034860481595782 * sin((-28.981217704992225 + (0.2976568511327314 * (-0.07710723083161697 + (0.9234518833549156 * x_1)))))))) + (1.7470277378678887 + (-3.111360065445048e-08 * sin((((6.79446608033154 * arctan(((0.9088222044656931 + (0.36117910846142837 * (-0.031097369547192274 + (0.9193982774372316 * x_5)))) * (2.5246145553433057 + (0.25819935782062636 * (-0.07572364437013104 + (0.9138359759094098 * x_3))))))) * (-0.37142600141548165 + (-0.4913922448128377 * sin((0.01575270317342761 + (-0.19351059722148814 * (-0.0263697467348816 + (2.836613933023496 * x_7)))))))) + ((-0.23512498113672556 + (0.14800503904136264 * exp((-88.39999925422092 + (76.50000074220291 * sin(((-0.002212893394842015 + (5.560005352982917 * abs((2.480012001046135 * (-0.01549372006853783 + (0.9102782276193362 * x_0)))))) + (0.0007071066051579855 + (-0.8429992585684158 * (-0.09681685113891113 + (2.9689157921727203 * x_6))))))))))) + (-0.31916498113672254 + (35.37087510308651 * (-0.022023529833178766 + (0.8877592340102415 * x_4)))))))))),7.805959224700928,,200
228_elusage,ok,2,NoRef,0.6406469904833358,14.261076826537353,72,((8.86 + (0.00796 * cos((25.0 * (-1.588178110693536 + (0.281773535768208 * x_1)))))) + ((3.5 + (-1.6 * (-3.494368107086116 + (0.06492913712491094 * x_0)))) * ((-0.9670000000000001 + (0.00147 * inv((-0.016800000000000002 + (1.37 * (-1.588178110693536 + (0.281773535768208 * x_1))))))) - ((-0.00502 + (3.92 * (-3.494368107086116 + (0.06492913712491094 * x_0)))) - ((9.88 + (0.465 * (-3.494368107086116 + (0.06492913712491094 * x_0)))) - (0.8300000000000001 + (4.3100000000000005 * sin((-0.00487 + (-9.96 * (-1.588178110693536 + (0.281773535768208 * x_1)))))))))))),5.105364799499512,,55
229_pwLinear,ok,10,NoRef,0.6501988846840263,2.639894380909283,112,((0.04 + (-0.02 * cos(((-0.030000000000000002 + (0.9 * (0.1308442961026054 + (1.2461361533581465 * x_1)))) + (0.09000000000000001 + (9.0 * (-0.029787773436724965 + (1.1915109374689985 * x_7)))))))) * (((30.0 * (-0.0708881205008336 + (1.2888749181969743 * x_4))) + ((-0.01 + (20.0 * (0.13630961003872036 + (1.1853009568584378 * x_2)))) + ((-0.01 + (20.0 * (-0.12885860791431716 + (1.227224837279211 * x_5)))) + ((-0.01 + (20.0 * (0.024625761678892605 + (1.2312880839446303 * x_6)))) + ((-0.01 + (20.0 * (0.1308442961026054 + (1.2461361533581465 * x_1)))) + (-0.01 + (-70.0 * (-0.07017213284715496 + (1.0024590406736422 * x_0))))))))) + ((-0.01 + (0.01 * (0.047863877241182545 + (1.1965969310295634 * x_8)))) + ((-0.01 + (0.6 * (0.024260699053001707 + (1.2130349526500854 * x_3)))) + (-0.001 + (0.001 * (0.07877919836271194 + (1.2119876671186451 * x_9)))))))),10.920865297317505,,200
230_machine_cpu,ok,6,NoRef,0.7692102608452027,78.4297400484697,67,(6.0 + (0.7000000000000001 * abs((((0.9 + (-1.0157486231470525 + (8.41758769093056e-05 * x_2))) + (0.6 + (0.8 * (-0.6323138508124196 + (0.02430107036173788 * x_3))))) * ((70.0 + (20.0 * (-0.7539783429454673 + (0.00025457276565311854 * x_1)))) + (0.01 + (-9.0 * tan(((0.02 + (9.0 * (-0.7047263654341995 + (0.14485639577270287 * x_4)))) + ((0.01 + (0.01 * (-0.7169976175893781 + (0.03797656872825096 * x_5)))) + (0.060000000000000005 + (0.2 * (-0.7692023071461158 + (0.003791788953692772 * x_0)))))))))))))),10.217092990875244,,200
344_mv,ok,10,NoRef,0.9710116198409215,1.6312318200687344,147,((-0.3 + (0.00921 * (0.07176828705486599 + (1.6917112741967857 * x_4)))) - ((((0.07930000000000001 * inv(((-60.300000000000004 + (-9.11 * ((-0.0009699999999999999 + (0.397 * (8.731675768609247 + (0.6975312065809712 * x_1)))))**2)) - (-9.700000000000001 + (29.5 * sqrt(((68.1 + (-2.64 * (8.731675768609247 + (0.6975312065809712 * x_1)))) - (-0.00409 + (-3.93 * (1.3389884173455886 + (0.3190495684869531 * x_3))))))))))) * (((-1.79 + (-6.57 * (-0.7257530966188903 + (2.1036321641127254 * x_6)))) * (-0.47700000000000004 + (-0.015500000000000002 * (-19.94909374672912 + (0.018109774499670123 * x_9))))) - (0.002 + (0.792 * (-0.6964409092807232 + (1.5476464650682737 * x_2)))))) + ((((16.1 + (63.300000000000004 * (0.9175113942281458 + (0.09481017314613248 * x_5)))) + (-0.86 + (0.00599 * (-0.5619514869490163 + (2.341464528954235 * x_7))))) - (87.60000000000001 + (0.008879999999999999 * (-0.5619514869490163 + (2.341464528954235 * x_7))))) * (-0.08220000000000001 + (-0.05330000000000001 * arctan((2.66 + (-3.52 * (-0.5619514869490163 + (2.341464528954235 * x_7))))))))) - ((0.052700000000000004 + (0.00415 * (-2.4616167895905274 + (0.008477159847985765 * x_8)))) + (1.5 + (2.62 * (-0.08262425328176871 + (0.3485338209019501 * x_0))))))),7.766045808792114,,200
485_analcatdata_vehicle,ok,4,NoRef,0.22661100484369479,247.43711791277116,91,(0.0056 + (0.00582 * (((0.73 + (-0.0057399999999999994 * (-1.0 + (2.0 * x_1)))) * (((0.0142 + (-1.0 + (2.0 * x_2))) - ((-5.26 + (0.00129 * (-1.0 + (2.0 * x_1)))) + (((36.4 + inv((-0.060000000000000005 * (-1.0 + (2.0 * x_2))))) + (-5.67 + (-0.155 * (-1.0 + (2.0 * x_0))))) * (-0.23900000000000002 + (0.187 * cos((-0.7190000000000001 + (14.6 * (-1.0 + (2.0 * x_0)))))))))) * ((-24.6 + (-0.0529 * ((0.00502 * (-1.4638501094227998 + (0.5855400437691199 * x_3))))**2)) + (7.22 + (0.0921 * (-1.0 + (2.0 * x_1))))))))**2)),7.8885767459869385,,48
519_vinnie,ok,2,NoRef,0.6398355787659927,1.816502783256189,54,((-3.34 + (2.67 * (-3.050344651934337 + (0.22536717044213794 * x_1)))) - (-3.38 + (-3.7 * log((-0.521 + (1.3 * sqrt(((41.4 + (-0.5690000000000001 * (-3.050344651934337 + (0.22536717044213794 * x_1)))) * (0.00139 + (-0.883 * tan((-0.78 + (0.35800000000000004 * sin((0.0042 + (3.08 * sin((-59.4 + (7.87 * (-128.04990782468957 + (1.4940774496784266 * x_0))))))))))))))))))))),4.5991926193237305,,200
522_pm10,ok,7,BFGS,0.00011962959508693416,0.8713334936955317,129,(1.373923782858647 + (0.0014982423636864712 * sqrt((-0.031228222407458026 + (0.4536939742199029 * abs(((((((-0.003768557862991852 + (9.149196048537167 * (-7.079162907839687 + (0.987710095069961 * x_0)))) + (0.0026414421372213826 + (-0.006972744988824033 * (-1.7456009505041916 + (0.5312236624740025 * x_2))))) - (-1.357111442134613 + (1.3901245843936358 * inv((-2.269776964184237e-05 + (5.452117125103383e-09 * cos((0.24846388961755295 + (-0.865111764634237 * sin((((-0.0737110552680933 + (0.06995838325348343 * (-1.6816570543158895 + (0.011591759038935135 * x_4)))) + (-0.03431105526592056 + (4.530541337530451 * (-2.0008354353416413 + (0.15444503553389743 * x_5))))) - (6.574511055263284 + (-6.810541337530989 * (-2.0008354353416413 + (0.15444503553389743 * x_5))))))))))))))) * ((0.5842091178466611 + (-1.2249056959601454 * (-1.5591481867057306 + (0.005027969450348218 * x_6)))) - (-60.45220911783358 + (-1.2267143040304518 * (-1.5591481867057306 + (0.005027969450348218 * x_6)))))) + (-78.60000530915416 + (53.490298343832485 * ((-0.020395873981621952 + (-6.164916453880234 * sin((-0.20075179108296182 + (-96.51523214190829 * (-0.19671235889801858 + (0.1523720850826871 * x_1))))))))**2))) - (-0.08879469084591707 + (-0.061547808660031116 * ((0.03325497261070147 + (9.894914927305408 * (-0.12981253370068688 + (0.9947320404949649 * x_3)))))**3))))))))),9.109190464019775,,200
523_analcatdata_neavote,ok,2,NoRef,0.9391624558387932,0.97377528121956,69,(-0.321 + (1.41 * abs(((0.792 + (0.628 * inv((5.4 + (4.48 * inv((-1.0 + (-2.2800000000000002 * cos(((-18.3 + (0.908 * (-1.1000004629242885 + (1.0091747366277877 * x_0)))) * ((-2.97 + (-0.0926 * (-32.42453434284643 + (3.268602252303068 * x_1)))) + (-0.558 + (0.0683 * inv((0.335 + (-0.24700000000000003 * sqrt((3.74 + (-0.00349 * (-1.1000004629242885 + (1.0091747366277877 * x_0))))))))))))))))))))) * (2.94 + (-4.83 * (-1.1000004629242885 + (1.0091747366277877 * x_0)))))))),3.9364678859710693,,100
529_pollen,ok,4,NoRef,0.6275358008947507,2.0630640399992637,54,((-0.11 + (-4.65 * (0.13411228300539055 + (0.09366364070564696 * x_3)))) + ((0.0009 + (-6.01 * (-0.14240534481180597 + (0.1466357845322108 * x_0)))) + ((0.09820000000000001 + (1.8 * cos(((98.60000000000001 + (4.39 * (-0.030628056605373096 + (0.1278483556294714 * x_2)))) * (0.006189999999999999 + (6.05 * (-0.030628056605373096 + (0.1278483556294714 * x_2)))))))) + (0.09250000000000001 + (0.67 * (0.008717172475124766 + (0.20153683119485272 * x_1))))))),6.8163230419158936,,200
537_houses,ok,8,NoRef,0.45160088761132255,74120.2306865972,105,((38.2 + (-55.300000000000004 * (((0.596 + (1.95 * arctan(((-0.0854 + (-1.17 * (-1.516023044552607 + (0.4819862123055841 * x_0)))) - (((-35.6 + (-1.2807665932048524 + (0.0031092227789157063 * x_5))) - (4.23 + (65.6 * inv((-8.2 + (-7.54 * (-1.2904738757872565 + (0.0029224672776394607 * x_3)))))))) * ((0.00402 + (0.00405 * (4732.105772728812 + (38.70787762899494 * x_7)))) * (-5.96 + (7.17 * (-1.616400063304611 + (0.0017131956155851734 * x_4)))))))))) - ((-0.00327 + (1.55 * sin((84.60000000000001 * (-1931.3382469098758 + (51.06894768888684 * x_6)))))) + ((-0.00426 + (0.616 * (-1.5066316366506536 + (0.0007951087204436459 * x_2)))) - (-14.5 + (0.009899999999999999 * (-4.071076517823106 + (0.09225190387090654 * x_1))))))))**3)) + (6.2700000000000005 + (-3.7600000000000002 * (-1.616400063304611 + (0.0017131956155851734 * x_4))))),11.282999992370605,,200
547_no2,ok,7,BFGS,2.355214242166781e-05,0.7378302644279412,157,((-0.22229060580365767 + (3.56789587874189 * cos(((0.0004851235679456138 + (-0.00671450463743093 * cos((-0.2954797702691216 + (6.4798774008599365 * (-6.654222247738914 + (0.9476037076783185 * x_0))))))) - (((((-0.005164612967235058 * inv(((0.23997384026001398 + (-5.459979193684016 * (-0.16485779278081106 + (0.16091536708568774 * x_1)))) + (-46.40002615974003 + (63.299983036987314 * (-1.5089883784697682 + (0.0049762181060208684 * x_6))))))) * (-0.24592589766382397 + (0.024922284303746687 * (-1.8397826257177994 + (0.14854926327959622 * x_5))))) + (3.6428725615201074 + (0.06890108189626061 * (-1.593513108814246 + (0.5093537168700765 * x_2))))) * (-0.06936498035966782 + (-0.00020126668362743132 * (-1.664176255098275 + (0.011106799904836887 * x_4))))) - (-0.25227487643205493 + (-0.4670000005791096 * ((0.0031301788263664036 + (-0.0007303383263621942 * inv((17.200000000065 + (-61.19999999997766 * (-0.1634556815138494 + (0.9729504782544822 * x_3))))))))**3))))))) + (0.3110093941963422 + (6.515553457933081e-06 * arctan((((0.031855455526274924 + (-0.01722625431793362 * (-6.654222247738914 + (0.9476037076783185 * x_0)))) + (0.935355455526275 + (-66.29922625431797 * (-6.654222247738914 + (0.9476037076783185 * x_0))))) - ((0.6379333994713509 + (-0.0878644367188953 * cos((0.6695658854287082 + (-4.511013277981985 * inv((-0.5398049683373733 + (0.013241549932135131 * (-1.8397826257177994 + (0.14854926327959622 * x_5)))))))))) * ((-28.80075553382052 + (85.90008987365329 * (-0.1634556815138494 + (0.9729504782544822 * x_3)))) - (0.00929553382051675 + (89.30020564273012 * (-0.16485779278081106 + (0.16091536708568774 * x_1))))))))))),7.857736349105835,,200
