dataset,status,n_features,refinement_type,r2,rmse,complexity,expr,seconds,error,rows
1027_ESL,ok,4,NoRef,0.8560975939845676,0.5516531615800692,74,(((0.877 + (0.139 * (-3.689442089095961 + (0.6641659926365366 * x_0)))) - (((-4.2 + (-0.38 * (-4.543727322540949 + (0.8485018342746871 * x_2)))) - ((-0.002 + (-7.47 * (-3.1650294675520123 + (0.6187740894529837 * x_1)))) * (-0.0425 + (0.00838 * (-4.543727322540949 + (0.8485018342746871 * x_2)))))) - ((0.10700000000000001 + (-0.20700000000000002 * tan((-0.0951 + (10.700000000000001 * (-4.543727322540949 + (0.8485018342746871 * x_2))))))) - (0.0057399999999999994 + (-0.382 * (-6.146798559422659 + (1.0976425998969035 * x_3))))))) - (0.00067 + (-0.24000000000000002 * (-6.146798559422659 + (1.0976425998969035 * x_3))))),6.319238901138306,,200
1028_SWD,ok,10,BFGS,0.0010680107193898891,0.8072813820513081,128,(((7.050054467623045e-05 * (-2.4841136395988146 + (1.2451697441598069 * x_3))) - (7.9391053267614025 + (77.21377919096678 * inv(((17.00708644959268 + (1.5875950247996762 * (-2.566230515260939 + (1.2704111461687815 * x_8)))) * ((((((-2.5904290116544066 + (1.3421911977483971 * x_6)) * (-6.257281891566471 + (24.760594405200965 * (-2.7885115085974532 + (1.4154880754301793 * x_0))))) + (-71.45992033957509 + (-1.197477490103392 * inv((7.981879466055242 + (6.303428561251049 * (-2.9121760301824526 + (1.3867504905630728 * x_7)))))))) - (7.739920339568962 + (-67.06684118343252 * sin((-0.5022264865009222 + (-1.0268408366271984 * abs((1.2138117144028018 + (-6.2286311164954915 * (-2.1689364464787513 + (0.972617240573431 * x_2))))))))))) * (-86.51018404831255 + (72.59314150777736 * (-2.3736872687394746 + (1.012233376861183 * x_4))))) - (-67.98173426063066 + (0.021314324982427 * sin((-59.099976846532286 + (-8.199970286622968 * (-2.9293890917537175 + (2.0064308847628203 * x_5))))))))))))) + ((0.028494673238590798 + (0.0005922095641866718 * (-2.6745450995191127 + (1.3046561461068844 * x_9)))) + (11.670894673238541 + (0.13802208530036333 * ((-0.253130171577644 + (-0.8560113265373102 * sin((0.020813596686296836 + (63.67722178127901 * (-2.8621521711176414 + (1.2806049982629268 * x_1))))))))**3)))),8.817933559417725,,200
1029_LEV,ok,4,BFGS,3.089888177332245e-05,0.9707578899467244,72,(1.7399005355417956 + (1.4325978857390607 * ((((0.006069718159042073 * (-1.3537592065395143 + (0.7317617332646023 * x_0))) - (0.17562185674241854 + (-3.3710370449780274 * inv((0.00779521205695366 + (-86.99995978274998 * sqrt((6.939749704260359 + (0.008367691980129485 * inv(((0.8250849942297475 + (0.7048916952764819 * (-1.338219395737549 + (0.6915862510271571 * x_2)))) - (-0.3270849942297478 + (-0.043696291136981924 * (-1.490881128154221 + (0.7665198602335326 * x_1))))))))))))))) + (0.23147814325675167 + (0.00012219993116013156 * sin((0.9803144020561922 + (-0.39497181535519016 * abs((8.302406082042905 + (4.970143134913783 * ((-0.03870197069472107 + (-74.94524563323881 * (-1.3777422408758337 + (0.721331016165358 * x_3)))))**2))))))))))**3)),5.140233516693115,,200
1030_ERA,ok,4,BFGS,8.901383252712947e-08,2.0073302272744984,73,(((5.340730850192745 * sqrt((0.2650618085844022 + (0.06326229693864895 * abs(((15.602392214606526 + (24.30031057688449 * sin((0.19750555471499104 + (-1.775251610451698 + (0.26918144207000727 * x_2)))))) * (-6.431327207669511e-09 + (-7.095740279638365e-08 * cos((-0.0031274647708900848 + (-70.45023089620045 * (-1.6821592654348876 + (0.2229502008528678 * x_0))))))))))))) * (1.5226797985726488 + (3.120526318733496e-08 * (-1.4098777764544617 + (0.21377979931075994 * x_3))))) + (0.1381930282201214 + (3.0193589873967824e-09 * abs(((-0.00031735587644768424 + (-83.5078372657887 * sin((9.558104164227217 * (-1.6821592654348876 + (0.2229502008528678 * x_0)))))) + (46.40175264412356 + (29.59889542302835 * (-1.8026202153614108 + (0.2599308169230585 * x_1))))))))),4.778510332107544,,200
1096_FacultySalaries,ok,4,NoRef,0.7113622873362258,2.4559532680397584,72,((-9.11 + (-0.0713 * (-0.5619514869490163 + (2.341464528954235 * x_0)))) * (((-3.86 + (-0.00536 * (-9.112288776127002 + (0.17718880655098507 * x_3)))) + (-0.595 + (0.0279 * (-0.5619514869490163 + (2.341464528954235 * x_0))))) - ((((-0.016300000000000002 + (-8.427043203926056 + (0.14480699704232594 * x_1))) - (-2.9 + (-0.0073999999999999995 * (-0.5619514869490163 + (2.341464528954235 * x_0))))) * (0.33 + (0.09400000000000001 * sin((0.0323 + (72.60000000000001 * (-7.346234106637792 + (0.09939270487749849 * x_2)))))))) + (-0.736 + (0.08900000000000001 * (-9.112288776127002 + (0.17718880655098507 * x_3))))))),5.453310966491699,,50
1193_BNG_lowbwt,ok,9,NoRef,0.2764258243991381,616.3371083823685,123,((((exp((0.788 + (-0.609 * exp((-46.5 + (68.3 * (-2.1712405933672376 + (2.631806779839076 * x_7)))))))) - ((-0.67 + (0.00666 * (-4.7670358854990456 + (0.20452064575820186 * x_1)))) + (-53.7 + (-76.8 * cos(((-0.0056 + (80.60000000000001 * (-0.8422598823413764 + (2.029541885159943 * x_4)))) - ((0.00496 + (0.00994 * (-0.7018100265975371 + (2.126697050295567 * x_0)))) * (44.6 + (-5.25 * (-1.7565107319733801 + (1.3459852352286439 * x_3))))))))))) * (10.8 + (-4.98 * (-0.7018100265975371 + (2.126697050295567 * x_0))))) + (0.053000000000000005 + (-0.0035099999999999997 * (-0.2412489548185819 + (4.386344633065126 * x_6))))) + (((-0.367 + (-0.8422598823413764 + (2.029541885159943 * x_4))) - ((0.020700000000000003 + (6.69 * cos((-6.95 + (-0.09090000000000001 * (-4.341145088689214 + (0.03261568031203464 * x_2))))))) - (57.2 + (0.06910000000000001 * (-0.4860799579773197 + (1.7055437122011219 * x_5)))))) * (45.800000000000004 + (0.0859 * (-0.9231403599700084 + (0.7474820728502092 * x_8)))))),9.988626718521118,,200
1196_BNG_pharynx,ok,10,BFGS,0.08257014064516299,366.90990938252895,118,(((-9.659998625028804 * (-1.3184242770282357 + (1.2437964877624863 * x_6))) - (0.012300070394524418 + (-9.69939797202956 * abs((((0.002076857921082802 + (-1.020204061220407 + (2.000400120040014 * x_2))) - (-0.25214685792108277 + (-6.7591591717117305 * (-0.5927489783638191 + (2.279803762937766 * x_9))))) * ((0.06640136765245026 + (0.8038703018558944 * (-0.4676211227230167 + (1.585156348213616 * x_5)))) - (9.86969863234755 + (-83.8999668556497 * inv((((0.3692302233833885 * (-5.275654998591812 + (0.08600904883651646 * x_4))) + (-0.05087042749946161 + (-0.0027307972715534365 * (-1.3184242770282357 + (1.2437964877624863 * x_6))))) + ((-1.2208704274994617 + (78.3000204682005 * sin(((-0.13003430670537539 + (-0.04845477969410892 * (-1.6870547845739468 + (2.279803762937766 * x_1)))) + ((3.066261723237306 + (0.3567809572598432 * (-1.4913495697629222 + (1.021472308056796 * x_8)))) * (2.1567018878238597 + (-4.4111137727142875 * (-0.9685432901733048 + (1.0249135345749258 * x_7))))))))) - (-0.001499572500538398 + (-0.008654126832018166 * (-1.3193830297679 + (0.5890102811463838 * x_0))))))))))))))) + (-6.930000070394524 + (5.900000387871945 * (-1.3076038098835963 + (1.5659925866869417 * x_3))))),14.852063179016113,,200
1199_BNG_echoMonths,ok,9,BFGS,7.611295856813083e-05,15.507043599978335,117,(23.040598739370722 + (0.0010780136337127863 * ((((0.21425978452368954 * (-1.7077351386697883 + (0.1433472945228545 * x_4))) - ((-2.0340419257026126 + (-80.61393179638674 * cos((34.76390072622022 + (0.09992044372847707 * inv((6.501406012085951 + (31.32947451292676 * cos((((-0.002505302141142037 + (-0.08520106661592956 * (-2.050416905868444 + (9.294535034379726 * x_3)))) * ((-6.006406335866691 + (-8.942463842924804 * (-2.7393118696321914 + (0.1834262746734647 * x_6)))) * ((-5.246548866712023 + (-6.795193583057301 * (-6.139712387609727 + (1.3064991268887023 * x_5)))) + (-0.8465482643061656 + (0.033017390370865894 * (-7.068403061162645 + (0.11366866615016445 * x_1))))))) - (-80.60871055818366 + (-8.130408997017293 * (-0.5850486126764433 + (2.29430828500566 * x_8)))))))))))))) - (0.012040128983642286 + (3.2272430652511943 * arctan((68.00125156978753 + (-2.690241738504313 * (-0.4525696378552518 + (2.66217434032501 * x_2))))))))) + ((-77.53795802798203 + (0.13565994114510005 * (-3.0702386426579005 + (2.0989423382322308 * x_7)))) + (1.485042856623423 + (-36.29644511395245 * inv((-0.25445634350223656 + (-0.00014975060749299114 * (-0.7018100265975372 + (2.1266970502955673 * x_0))))))))))**2)),12.140887260437012,,200
1201_BNG_breastTumor,ok,9,BFGS,2.2451190906380702e-09,10.594094581697009,108,((-5.194912324381913 + (-1.014575540594651e-09 * (-0.6081636405595373 + (2.2524579279982864 * x_7)))) * (-0.33390169114642565 + (-0.8072790391031993 * abs(((-1.069570841370073 + (2.0955913129221343e-09 * (-5.513793854744495 + (0.10828748668207969 * x_0)))) * ((5.138993118719968 + (-2.01649653435338e-08 * tan((-6.692596346372746 * (-0.5388159060803247 + (2.3947373603569986 * x_3)))))) + (((-3.2160371692793346 * (-1.061913167103641 + (2.0036097492521527 * x_5))) * (-0.04814588733400011 + (-0.28715998923127267 * sin((((90.67665276578566 + (-2.5409661024152723e-08 * (-1.2500406497455434 + (0.8064778385455118 * x_6)))) - (0.7683472342143557 + (-4.9448907848711245 * (-1.6200683918739798 + (1.270641875979592 * x_4))))) - (((-4.658555609018214e-09 * (-1.061913167103641 + (2.0036097492521527 * x_5))) - (-0.24134723421435528 + (-3.220233688934403e-09 * (-0.933007822647968 + (1.6963778593599417 * x_1))))) + (0.1786472342143555 + (4.685612977734428 * (-0.75 + (2.0833333333333335 * x_8)))))))))) + (-0.043206881280034026 + (-4.5889619061538946e-09 * (-0.749436783737264 + (0.22607444456629383 * x_2))))))))))),12.130027294158936,,200
1203_BNG_pwLinear,ok,10,NoRef,0.3068493903590559,3.6537053055789785,164,((0.0072699999999999996 + (-0.00021999999999999998 * (((-0.0699 + (-9.74 * (0.07462778926574919 + (1.2437964877624865 * x_6)))) - ((((-0.5910000000000001 * (0.10854662075011276 + (1.1425960078959239 * x_8))) * (0.747 + (0.00665 * (0.23480352857641618 + (1.2692082625752226 * x_1))))) + ((0.666 + (0.008289999999999999 * (-0.012127673025267264 + (1.2127673025267265 * x_2)))) + (-0.0097 + (2.39 * (-0.0689883074727411 + (1.1498051245456848 * x_7)))))) + (-0.661 + (5.76 * (0.103834826330233 + (1.2979353291279123 * x_9)))))))**2)) - (((0.0046 * (-0.032157832069216574 + (1.286313282768663 * x_4))) * (-90.7 + (-0.0171 * (-0.3106848830006 + (1.2427395320024 * x_5))))) + (((-7.11 * (-0.07017213284715496 + (1.0024590406736422 * x_0))) * ((-9.040000000000001 + (-0.8510000000000001 * tan(((-0.00435 + (0.041100000000000005 * (-0.018397292771819163 + (1.2264861847879442 * x_3)))) + (0.0023699999999999997 + (-0.8500000000000001 * (0.10854662075011276 + (1.1425960078959239 * x_8)))))))) * (0.0655 + (0.0015 * inv((-0.085 + (-0.00477 * (-0.018397292771819163 + (1.2264861847879442 * x_3))))))))) + (((0.277 + sin((-0.0296 + (-0.3106848830006 + (1.2427395320024 * x_5))))) * (0.743 + (-68.2 * sin((-0.229 + (-2.65 * (-0.07017213284715496 + (1.0024590406736422 * x_0)))))))) * (-0.0637 + (-0.00631 * (0.10854662075011276 + (1.1425960078959239 * x_8)))))))),14.105845212936401,,200
