dataset,status,n_features,refinement_type,r2,rmse,complexity,complexity_original,complexity_simplified,seconds,error,noise_strength,expr,expr_simplified
feynman_II_24_17,ok,3,NoRef,0.9942259848046999,0.06572615817310347,40,34,40,14.936232566833496,,0.01,((0.07 + (0.009 * (-8.642683837968443 + (1.736310748726112 * x_0)))) * ((0.1 + (0.8 * sin((9.9 * (-8.642683837968443 + (1.736310748726112 * x_0)))))) + ((0.08 + (0.9 * (-5.185707443394292 + (1.7511117255798525 * x_2)))) + ((0.07 + (0.6 * (-5.185707443394292 + (1.7511117255798525 * x_2)))) + ((0.05 + (0.6 * (-5.098632543293196 + (3.429833828411375 * x_1)))) + (-9.0 + (5.0 * inv((0.09300000000000001 + (0.018000000000000002 * (-5.098632543293196 + (3.429833828411375 * x_1)))))))))))),(0.01562679673853501*x_0 - 0.007784154541715974)*((0.061737008911404757*x_1 + 0.0012246142207224709)*(2.057900297046825*x_1 + 2.6266675883697788*x_2 + 0.8*sin(17.18947641238851*x_0 - 85.56256999588759) - 19.53774069106736) + 5.0)/(0.061737008911404757*x_1 + 0.0012246142207224709)
feynman_II_27_16,ok,3,NoRef,0.9995762851550072,1.8336300826238001,40,38,40,14.848054885864258,,0.01,((0.2 + (0.07 * (-2.9070459506860526 + (0.9221130424024399 * x_1)))) * ((0.2 + (0.07600000000000001 * (-2.596743687374026 + (0.8682775866518997 * x_0)))) * (0.9 + (0.9 * (((47.5 + (18.400000000000002 * (-2.587341142699831 + (0.8786098444979417 * x_2)))) - (-0.1 + (0.3 * arctan((-60.0 + (70.0 * inv((-2.0 + (8.2 * (-2.9070459506860526 + (0.9221130424024399 * x_1))))))))))))**2)))),0.9*(0.06598909658554439*x_0 + 0.002647479759574009)*(0.0645479129681708*x_1 - 0.0034932165480236904)*((16.166421138762129*x_2 + 0.3*atan((453.6796168620004*x_1 - 1620.2666077375378)/(7.561326947700006*x_1 - 25.837776795625629)) - 0.007077025676895693)**2 + 1)
feynman_II_27_18,ok,2,NoRef,0.9998312817080305,0.2889856322137547,26,26,26,16.24398708343506,,0.01,((0.2 + (0.07 * (-2.854039588936294 + (0.9313688748574931 * x_0)))) * (-0.6 + (0.02 * (((84.0 + (30.0 * (-2.778749929216607 + (0.9202757116769661 * x_1)))) - (0.3 + (0.6 * cos((0.01 + (9.9 * (-2.854039588936294 + (0.9313688748574931 * x_0)))))))))**2))),(0.06519582124002452*x_0 + 0.0002172287744594131)*(0.02*(27.60827135030898*x_1 - 0.6*cos(9.220551861089182*x_0 - 28.24499193046931) + 0.3375021235017897)**2 - 0.6)
feynman_II_2_42,ok,5,NoRef,0.9997678866387054,0.12196476313193372,37,33,37,16.06500816345215,,0.01,(((0.08320000000000001 + (-2.47728704926582 + (0.8237116622497856 * x_2))) - (-0.0476 + (0.9700000000000001 * (-2.4653835903384924 + (0.8610943117784253 * x_1))))) * (((2.61 + (-2.5324236435326513 + (0.8576874007117519 * x_0))) * (-2.94 + (83.0 * inv((0.532 + (0.20500000000000002 * (-2.56184837158364 + (0.8868667655691996 * x_4)))))))) * (0.00971 + (0.0034 * (-2.8444438062869346 + (0.9035352009803069 * x_3)))))),-(0.8576874007117519*x_0 + 0.077576356467348576)*(0.003072019683333043*x_3 + 3.8891058624422785e-5)*(0.53451459960855665*x_4 - 82.97994601355346)*(-0.8352614824250726*x_1 + 0.8237116622497856*x_2 + 0.044935033362517987)/(0.18180768694168594*x_4 + 0.0068210838253537354)
feynman_II_34_11,ok,4,NoRef,0.9945803658875754,0.3725912067123177,31,29,31,13.541046857833862,,0.01,(((2.5 + (-2.546466339622496 + (0.8415241486134336 * x_2))) * (0.2 + (0.083 * (-2.4185743585385087 + (0.8288773353226235 * x_0))))) * ((0.2 + (0.07300000000000001 * (-2.7443676432466564 + (0.9199324290158198 * x_1)))) * (0.2 + (0.4 * inv((0.01 + (0.004 * (-2.624623356535676 + (0.8656711223164797 * x_3))))))))),(0.06879681883177776*x_0 - 0.00074167175869622147)*(0.06715506731815485*x_1 - 0.00033883795700593157)*(0.8415241486134336*x_2 - 0.04646633962249602)*(0.0006925368978531838*x_3 + 0.3999003013147715)/(0.003462684489265919*x_3 - 0.000498493426142704)
feynman_II_34_2,ok,3,NoRef,0.9996203644990609,0.22361601595259595,28,28,28,17.869086980819702,,0.01,(((82.2 + cos(((0.05720000000000001 + (77.5 * (-2.602940375995324 + (0.8496500991704193 * x_1)))) + (-0.21000000000000002 + (-0.8130000000000001 * (-2.6504816977325447 + (0.8726425668692686 * x_0))))))) - (0.084 + (-30.7 * (-2.6504816977325447 + (0.8726425668692686 * x_0))))) * (((-0.335 + (-2.602940375995324 + (0.8496500991704193 * x_1))) + (2.96 + (0.00612 * (-2.602940375995324 + (0.8496500991704193 * x_1))))) * (0.066 + (0.024900000000000002 * (-2.593258549923045 + (0.8476444061960484 * x_2)))))),(0.8548499577773423*x_1 + 0.006129628903584539)*(0.021106345714281607*x_2 + 0.0014278621069161775)*(26.79012680288655*x_0 + cos(0.7094584068647155*x_0 - 65.84788268570749*x_1 + 199.72583751938105) + 0.74621187961088253)
feynman_II_34_29a,ok,3,NoRef,0.9943823675262834,0.015371508192072208,75,48,75,13.638811826705933,,0.01,((-4.76 + (-1.69 * (-2.614432269470226 + (0.8616494128817651 * x_1)))) * ((-0.00405 + (67.6 * inv(((0.48000000000000004 + (-0.66 * cos((((((-8.540000000000001 * (-2.5921353812207917 + (0.8811099449187398 * x_2))) - (-8.06 + (0.0005499999999999999 * (-2.6340162306931827 + (0.8915777577347517 * x_0))))) + (0.6940000000000001 + (-0.8350000000000001 * (-2.5921353812207917 + (0.8811099449187398 * x_2))))) * (-0.00793 + (-9.16 * (-2.5921353812207917 + (0.8811099449187398 * x_2))))) - (-0.0654 + (1.06 * (-2.614432269470226 + (0.8616494128817651 * x_1)))))))) + (-30.0 + (-11.1 * (-2.5921353812207917 + (0.8811099449187398 * x_2)))))))) * (0.0222 + (0.00862 * (-2.6340162306931827 + (0.8915777577347517 * x_0)))))),(0.007685400271673559*x_0 - 0.00050521990857523176)*(1.456187507770183*x_1 + 0.3416094645953179)*(0.03961029757382194*x_2 + 0.002673*cos(-0.913348377654671*x_1 + (8.070967095455657*x_2 - 23.736030091982452)*(0.0004903677667541133*x_0 + 8.260405733613186*x_2 - 33.056717907871807) + 2.83669820563844) + 67.603026553937214)/(9.780320388598011*x_2 + 0.66*cos(-0.913348377654671*x_1 + (8.070967095455657*x_2 - 23.736030091982452)*(0.0004903677667541133*x_0 + 8.260405733613186*x_2 - 33.056717907871807) + 2.83669820563844) + 0.74729726844921301)
feynman_II_34_29b,ok,5,NoRef,0.997066530209916,11.676815429114253,39,35,39,21.785505771636963,,0.01,(((2.34 + (-2.3522871959349114 + (0.8097388077046674 * x_4))) * ((-0.0577 + (-0.021800000000000003 * (-2.5531194930605294 + (0.8789899049582045 * x_0)))) * (0.0641 + (-73.3 * inv((0.0060999999999999995 + (0.00225 * (-2.580173613126937 + (0.8625475822840215 * x_1))))))))) * ((0.905 + (0.372 * (-2.5155816435325256 + (0.8566223922776196 * x_3)))) * (0.10600000000000001 + (0.040400000000000005 * (-2.6979419603958954 + (0.9090787910735363 * x_2)))))),-(0.019161979928088861*x_0 + 0.0020419950512804527)*(0.000124400925054913*x_1 - 73.29998111553935)*(0.036726783159370871*x_2 - 0.0029968551999941777)*(0.3186635299272745*x_3 - 0.030796371394099489)*(0.8097388077046674*x_4 - 0.012287195934911541)/(0.001940732060139048*x_1 + 0.00029460937046439171)
feynman_II_34_2a,ok,3,NoRef,0.998717282150757,0.017316393247189536,40,38,40,13.220166683197021,,0.01,((15.5 + (6.1000000000000005 * (-2.5836604135273715 + (0.8398765027159596 * x_1)))) * ((0.42300000000000004 + (-0.0072299999999999994 * cos(((((33.6 + (0.8530000000000001 * (-2.595184874485386 + (0.8744180518029964 * x_2)))) + (0.0181 + (-0.07650000000000001 * (-2.5836604135273715 + (0.8398765027159596 * x_1))))) - (0.07 + (-0.793 * (-2.5836604135273715 + (0.8398765027159596 * x_1))))) + ((-0.011000000000000001 + (-0.00054 * (-2.595184874485386 + (0.8744180518029964 * x_2)))) + (45.4 + (8.58 * (-2.595184874485386 + (0.8744180518029964 * x_2))))))))) * ((-0.00502 + (-0.0018 * (-2.7480241256459648 + (0.9048374383921544 * x_0)))) * (0.228 + (-0.027700000000000002 * inv((0.0017699999999999999 + (0.0006799999999999999 * (-2.595184874485386 + (0.8744180518029964 * x_2)))))))))),(0.001628707389105878*x_0 + 7.3556573837263648e-5)*(5.1232466665673539*x_1 - 0.26032852251696743)*(0.0001355697747515365*x_2 - 0.027698797462940216)*(0.0072299999999999994*cos(0.6017715141959851*x_1 + 8.247913296909692*x_2 + 52.606929792519214) - 0.42300000000000004)/(0.0005946042752260375*x_2 + 5.2742853499376813e-6)
feynman_II_35_18,ok,5,NoRef,0.9480511225248087,0.06982207781803342,43,43,43,9.028136014938354,,0.01,(0.0026 + (2.3000000000000003 * (((0.616 + (0.1 * (-3.4918091935735216 + (1.6972309630916704 * x_0)))) * (-0.0049299999999999995 + (-0.657 * arctan((0.22 + (4.05 * exp(((0.00028 + (0.774 * (-3.219763489368215 + (1.6753593121119754 * x_1)))) + ((-0.08600000000000001 + (-0.64 * (-3.273392609849695 + (1.652817435825319 * x_3)))) - ((-0.0086 + (0.49500000000000005 * (-3.7134592839832528 + (1.8246293748275135 * x_4)))) - ((-0.00407 + (0.681 * (-3.579403689568145 + (1.7747930310678999 * x_2)))) + (0.00947 + (0.0427 * (-3.4918091935735216 + (1.6972309630916704 * x_0))))))))))))))))**2)),2.3000000000000003*(0.16972309630916705*x_0 + 0.26681908064264781)**2*(0.657*atan(1.1988459564006496*exp(0.072471762124014329*x_0 + 1.296728107574669*x_1 + 1.2086340541572399*x_2 - 1.057803158928204*x_3 - 0.90319154053961927*x_4) + 0.22) + 0.0049299999999999995)**2 + 0.0026
feynman_II_35_21,ok,5,NoRef,0.9636965605729734,0.9309611236827801,35,35,35,12.175450563430786,,0.01,((0.2 + (0.07600000000000001 * (-2.6574893155775725 + (0.8639895682372307 * x_0)))) * (2.0 + (0.006999999999999999 * (((90.0 + (20.0 * (-2.585304710315294 + (0.8870094272288953 * x_1)))) + (-9.0 + (-0.002 * (((80.0 + (19.900000000000002 * (-2.7937445951572557 + (0.9077777236188819 * x_4)))) - ((-0.3 + (26.900000000000002 * (-2.7110096708122233 + (0.875131425217154 * x_2)))) + (-0.3 + (-23.3 * (-2.658226127563016 + (0.8861982062595278 * x_3)))))))**2))))**2))),(0.06566320718602954*x_0 - 0.0019691879838955263)*(0.006999999999999999*(17.74018854457791*x_1 - 0.002*(-23.541035338341445*x_2 + 20.648418205847*x_3 + 18.064776700015752*x_4 + 35.993973929001143)**2 + 29.29390579369412)**2 + 2.0)
feynman_II_36_38,ok,8,NoRef,0.5844886793761018,0.6207001010954585,95,77,95,14.620942831039429,,0.01,(((((0.031400000000000004 + inv((((-3.471793038256991 + (1.7179484625381287 * x_3)) + (-0.00115 + (-0.24700000000000003 * (-3.49247493142665 + (1.7662338946626293 * x_4))))) + (3.21 + (0.543 * (-3.6925070047132977 + (1.818762469791632 * x_6))))))) * ((14.4 + (4.4 * (-3.25539613447203 + (1.6780200106390297 * x_0)))) + (-2.22 + (0.9 * (-3.4549198528908147 + (1.7383908466088813 * x_7)))))) * (-0.012100000000000001 + (0.0014 * (-3.471793038256991 + (1.7179484625381287 * x_3))))) * (-2.37 + (0.08370000000000001 * (-3.673547657995394 + (1.8008360979627651 * x_5))))) * ((((0.00224 + (2.2 * (-3.512647543149536 + (1.747231500909104 * x_1)))) - (-8.0 + (0.00282 * inv((0.0062 + (-0.81 * (-3.644144276541765 + (1.820082555589773 * x_2)))))))) - (-0.0459 + (0.7000000000000001 * (-3.49247493142665 + (1.7662338946626293 * x_4))))) - (-0.0097 + (-0.0694 * (((6.18 + (-0.00022999999999999998 * (-3.49247493142665 + (1.7662338946626293 * x_4)))) + ((-0.0057599999999999995 + (-0.00332 * (-3.673547657995394 + (1.8008360979627651 * x_5)))) + (0.00015 + (-4.16 * (-3.644144276541765 + (1.820082555589773 * x_2)))))))**2)))),(0.0024051278475533802*x_3 - 0.016960510253559788)*(0.15072998139948346*x_5 - 2.677475938974215)*((1.474266870027716*x_2 - 2.95795686399883)*(3.843909302000029*x_1 - 1.2363637262638407*x_4 + 0.0694*(7.571543431253456*x_2 + 0.0004062337957724047*x_4 + 0.0059787758452363802*x_5 - 21.347029637872515)**2 + 2.774747857069676) + 0.00282)*(7.3832880468117313*x_0 + 1.5645517619479932*x_7 - 5.2531708592786668)*(0.053943581723697248*x_3 - 0.013698556840224424*x_4 + 0.03101026386244129*x_6 + 0.95587254274012662)/((1.474266870027716*x_2 - 2.95795686399883)*(1.7179484625381287*x_3 - 0.43625977198166949*x_4 + 0.9875880210968562*x_6 - 1.4053330337539291))
feynman_II_37_1,ok,3,NoRef,0.9996565342952606,0.4344203273057996,26,26,26,15.728307962417603,,0.01,(((2.5 + (-2.4748604028134427 + (0.8522855070971659 * x_0))) * (0.2 + (0.07600000000000001 * (-2.624301235128215 + (0.8456908079177562 * x_1))))) * ((72.7 + (21.0 * (-2.5838719309788227 + (0.8503387114696592 * x_2)))) - (0.1 + (0.9 * cos((0.02 + (-9.9 * (-2.4748604028134427 + (0.8522855070971659 * x_0))))))))),(0.8522855070971659*x_0 + 0.0251395971865573)*(0.06427250140174948*x_1 + 0.0005531061302556442)*(17.85711294086284*x_2 - 0.9*cos(8.437626520261943*x_0 - 24.521117987853084) + 18.338689449444726)
feynman_II_38_14,ok,2,NoRef,0.9983720512574681,0.009168522843786046,34,26,34,13.800550699234009,,0.01,((-0.189 + (-0.0746 * (-2.5507774690309435 + (0.8335657750653932 * x_0)))) * ((-0.0223 + (-0.046400000000000004 * sin((1.2 + (-8.65 * (-2.680159988684729 + (0.8643223760263921 * x_1))))))) - (-0.0707 + (9.36 * inv((4.6000000000000005 + (1.3 * (-2.680159988684729 + (0.8643223760263921 * x_1))))))))),-(0.06218400681987833*x_0 - 0.0012879991897083829)*((1.12361908883431*x_1 + 1.1157920147098527)*(0.046400000000000004*sin(7.476388552628292*x_1 - 24.38338390212291) + 0.0484) - 9.36)/(1.12361908883431*x_1 + 1.1157920147098527)
feynman_II_38_3,ok,4,NoRef,0.9981385143180219,0.38207215123855104,31,29,31,14.050262689590454,,0.01,(((2.48 + (-2.495679074949545 + (0.8362537246328503 * x_0))) * (0.0095 + (9.9 * inv((0.9790000000000001 + (0.371 * (-2.697549234125539 + (0.8870470474820004 * x_2)))))))) * ((0.00433 + (0.00162 * (-2.5857619137828576 + (0.8827117374437846 * x_1)))) * (79.4 + (30.2 * (-2.616783341122097 + (0.8781832314186395 * x_3)))))),(0.8362537246328503*x_0 - 0.01567907494954501)*(0.001429993014658931*x_1 + 0.00014106569967177056)*(0.00312639731885031*x_2 + 9.899792987724325)*(26.52113358884291*x_3 + 0.3731430981126778)/(0.3290944546158221*x_2 - 0.02179076586057484)
feynman_II_3_24,ok,2,NoRef,0.9969331064480749,0.003223602046264091,55,34,55,13.221185207366943,,0.01,((0.02 + (0.008 * (-2.5176695361224137 + (0.8572007920001259 * x_0)))) * (-0.2 + (1.5 * inv(((0.01 + (0.005 * (-2.4932298491024527 + (0.8505516213027529 * x_1)))) * ((99.0 + (20.0 * (-2.4932298491024527 + (0.8505516213027529 * x_1)))) + (-0.01 + (-1.5 * cos((0.01 + (-99.0 * (-2.5176695361224137 + (0.8572007920001259 * x_0))))))))))))),-(0.006857606336001007*x_0 - 0.00014135628897930962)*((0.0008505516213027529*x_1 - 0.00049322984910245274)*(17.01103242605506*x_1 - 1.5*cos(84.86287840801246*x_0 - 249.25928407611896) + 49.125403017950946) - 1.5)/((0.004252758106513765*x_1 - 0.0024661492455122636)*(17.01103242605506*x_1 - 1.5*cos(84.86287840801246*x_0 - 249.25928407611896) + 49.125403017950946))
feynman_II_4_23,ok,3,NoRef,0.9925839464043764,0.0029670013738981285,39,25,39,13.524190425872803,,0.01,((0.02 + (0.0072 * (-2.726174070301242 + (0.8855813319350537 * x_0)))) * (-0.2 + (0.9 * inv(((0.2 + (0.07 * (-2.833389203949172 + (0.92120344499104 * x_2)))) * (2.9 + (1.04 * (-2.6450480349990975 + (0.875105235568507 * x_1))))))))),-(0.006376185589932387*x_0 + 0.0003715466938310585)*(0.2*(0.910109444991247*x_1 + 0.14915004360093842)*(0.0644842411493728*x_2 + 0.001662755723557952) - 0.9)/((0.910109444991247*x_1 + 0.14915004360093842)*(0.0644842411493728*x_2 + 0.001662755723557952))
feynman_II_6_11,ok,4,NoRef,0.9829984632664598,0.0025459318712277167,51,35,51,14.341115474700928,,0.01,(((0.7000000000000001 + (-3.423012712168896 + (1.7317141236151294 * x_2))) * (0.001 + (0.0003 * (-3.412369198286662 + (1.7449053370848846 * x_1))))) * (2.0 + (-9.0 * inv(((0.02 + (0.008 * (-3.466501049439632 + (1.7135096701193169 * x_3)))) * ((34.0 + (9.0 * (-3.473970884806541 + (1.7576736275678213 * x_0)))) + (3.0 + (2.0 * (-3.423012712168896 + (1.7317141236151294 * x_2)))))))))),(0.00052347160112546533*x_1 - 2.371075948599851e-5)*(1.7317141236151294*x_2 - 2.723012712168896)*(2.0*(0.013708077360954535*x_3 - 0.007732008395517056)*(15.819062648110392*x_0 + 3.4634282472302588*x_2 - 1.111763387596661) - 9.0)/((0.013708077360954535*x_3 - 0.007732008395517056)*(15.819062648110392*x_0 + 3.4634282472302588*x_2 - 1.111763387596661))
feynman_II_6_15a,ok,6,NoRef,0.9842995216428869,0.04543534261821416,42,42,42,17.275289297103882,,0.01,((0.030000000000000002 + (0.009 * (-3.4212794043995127 + (1.7310890036930104 * x_1)))) * ((0.030000000000000002 + (0.009 * (-3.478817506470138 + (1.722491710743543 * x_5)))) * (2.0 + (0.9 * exp(((3.0 + (0.16 * (-3.6153250605869824 + (1.7887668278887368 * x_4)))) + ((0.01 + (0.16 * (-3.587281008481665 + (1.8104534573853899 * x_3)))) + ((0.2 + (-0.6 * (-3.3402239085436296 + (1.6902763339957814 * x_0)))) + (-1.0 + (0.9 * (((-1.4000000000000001 + (0.6 * (-3.5442362624045955 + (1.7290625791858034 * x_2)))) + (0.1 + (-0.09000000000000001 * (-3.3402239085436296 + (1.6902763339957814 * x_0))))))**2)))))))))),(0.015579801033237092*x_1 - 0.00079151463959560998)*(0.01550242539669189*x_5 - 0.0013093575582312373)*(19.227794422738325*exp(-1.0141658003974688*x_0 + 0.28967255318166239*x_3 + 0.28620269246219789*x_4 + 0.9*(0.15212487005962034*x_0 - 1.037437547511482*x_2 + 3.1259216056738306)**2) + 2.0)
feynman_II_6_15b,ok,4,NoRef,0.9833865780939467,0.003970665621345822,42,40,42,24.584060192108154,,0.01,(((-0.004 + cos((-0.73 + (-3.574168123804971 + (1.7856360285208566 * x_2))))) * (0.001 + (0.0003 * (-3.4219568305138166 + (1.7204774630147597 * x_1))))) * (-0.1 + (-0.9 * ((0.001 + (-0.9 * inv(((0.24000000000000002 + (0.08600000000000001 * (-3.6124386164696762 + (1.7575565979989267 * x_3)))) * (0.9 + (0.13 * (-3.5132747487246787 + (1.7460712803704583 * x_0)))))))))**2))),-(0.00051614323890442786*x_1 - 2.6587049154144869e-5)*(0.9*(0.001 - 0.9/((0.22698926644815959*x_0 + 0.44327428266579178)*(0.15114986742790771*x_3 - 0.070669721016392171)))**2 + 0.1)*(cos(1.7856360285208566*x_2 - 4.304168123804971) - 0.004)
feynman_II_8_31,ok,2,BFGS,0.999309157446506,0.33821963348963757,29,29,29,13.888755798339844,,0.01,((0.0787 + (0.0287 * (-2.752389043981485 + (0.9048032319317431 * x_0)))) * (0.00402 + (0.0746 * (((-50.0 + (-19.400000000000002 * (-2.653907254924258 + (0.8509274823888617 * x_1)))) - (0.00686 + (0.47900000000000004 * sin((0.5640000000000001 + (-0.8200646283963509 * exp((0.13334368183535947 + (30.801626873942336 * (-2.653907254924258 + (0.8509274823888617 * x_1))))))))))))**2))),(0.02596785275644103*x_0 - 0.0002935655622686127)*(0.0746*(-16.507993158343919*x_1 + 0.47900000000000004*sin(2.9546313212246609e-36*exp(26.209950809324857*x_1) - 0.5640000000000001) + 1.4789407455306104)**2 + 0.00402)
feynman_II_8_7,ok,3,NoRef,0.9981598165842039,0.003961322001651321,43,31,43,14.073869466781616,,0.01,((0.001 + (0.00039999999999999996 * (-2.817692762706578 + (0.922060438168705 * x_0)))) * ((0.2 + (0.07 * (-2.817692762706578 + (0.922060438168705 * x_0)))) * (0.01 + (9.0 * inv(((0.006 + (0.0023 * (-2.6690271729427253 + (0.8807282537045857 * x_1)))) * (6.2 + (2.3000000000000003 * (-2.669435878248962 + (0.9227695518217146 * x_2)))))))))),(0.00036882417526748195*x_0 - 0.00012707710508263106)*(0.0645442306718094*x_0 + 0.002761506610539533)*(0.01*(0.002025674983520547*x_1 - 0.00013876249776826796)*(2.1223699691899439*x_2 + 0.060297480027386767) + 9.0)/((0.002025674983520547*x_1 - 0.00013876249776826796)*(2.1223699691899439*x_2 + 0.060297480027386767))
feynman_I_10_7,ok,3,NoRef,0.997948310633052,0.053591587692622934,27,27,27,14.327234268188477,,0.01,((0.3 + (0.117 * (-2.588106740665522 + (0.887566173182724 * x_0)))) * (9.700000000000001 + (0.3 * exp((((-0.8 * (-3.468260823868103 + (0.5144108989083627 * x_2))) + (-0.1 + (0.4 * (-5.100574389259935 + (3.343197439644897 * x_1))))) + (-0.1 + (-0.5 * sin((0.01 + (-15.0 * (-5.100574389259935 + (3.343197439644897 * x_1)))))))))))),(0.103845242262379*x_0 - 0.0028084886578661)*(0.5119164243616087*exp(1.337278975857959*x_1 - 0.4115287191266902*x_2 + 0.5*sin(50.14796159467345*x_1 - 76.51861583889903)) + 9.700000000000001)
feynman_I_11_19,ok,6,NoRef,0.9780307395026328,1.3656058881418562,56,54,56,14.084863901138306,,0.01,(((((-0.00483 * (-2.4909796979027035 + (0.8495365704084542 * x_1))) + ((-0.8320000000000001 + (0.0073999999999999995 * (-2.676096923467062 + (0.9079286415109341 * x_2)))) * ((9.32 + (6.22 * (-2.676096923467062 + (0.9079286415109341 * x_2)))) * (-0.7050000000000001 + (-0.431 * (-2.695030893403317 + (0.8307952953518407 * x_5))))))) + (((-6.51 + (-3.11 * (-2.7479829985177977 + (0.8948864386578299 * x_3)))) * (-1.25 + (-0.5760000000000001 * (-2.4827020613216004 + (0.8474431728639252 * x_0))))) - (-0.00471 + (-8.69 * exp((-80.4 + (8.38 * (-2.4827020613216004 + (0.8474431728639252 * x_0))))))))) - (0.00029 + (-0.00018999999999999998 * (-2.4909796979027035 + (0.8495365704084542 * x_1))))) + ((0.34900000000000003 + (0.0927 * (-2.6471928306298094 + (0.885966881026239 * x_4)))) * (40.7 + (9.93 * (-2.4909796979027035 + (0.8495365704084542 * x_1)))))),-0.0039418496866952276*x_1 + (0.488127267569621*x_0 - 0.18003638732124207)*(2.783096824225851*x_3 - 2.0362271253903507) + (8.43589814415595*x_1 + 15.964571599826158)*(0.0821291298711324*x_4 + 0.10360522460061669) - (0.0067186719471809118*x_2 - 0.85180311723365636)*(5.64731615019801*x_2 - 7.325322863965125)*(0.3580727722966433*x_5 - 0.4565583150568295) + 9.6878619556009892e-44*exp(7.101573788599694*x_0) + 0.015978145798268544
feynman_I_12_1,ok,2,NoRef,0.9994986223496877,0.11269205075087854,26,26,26,20.428403854370117,,0.01,(((2.58 + (-2.566602023658053 + (0.8997949016063425 * x_0))) * (68.3 + (23.6 * (-2.878930580317207 + (0.928002407756839 * x_1))))) * (0.0502 + (0.00073 * cos(((((-0.07650000000000001 * (-2.566602023658053 + (0.8997949016063425 * x_0))) + (-2.49 + (-0.00276 * (-2.878930580317207 + (0.928002407756839 * x_1))))) + (-0.025800000000000003 + (-0.42000000000000004 * (-2.878930580317207 + (0.928002407756839 * x_1))))) + (-5.74 + (12.9 * (-2.566602023658053 + (0.8997949016063425 * x_0))))))))),(0.8997949016063425*x_0 + 0.01339797634194706)*(21.9008568230614*x_1 + 0.357238304513908)*(0.00073*cos(-11.53851992074893*x_0 + 0.39232229790328127*x_1 + 39.951524358244141) + 0.0502)
feynman_I_12_11,ok,5,NoRef,0.9950095242185966,1.8033732546858303,52,52,52,11.686787843704224,,0.01,((74.10000000000001 + (25.3 * (-2.7336069787470243 + (0.8973963259979115 * x_0)))) * ((0.115 + (0.045000000000000005 * (-2.6846738802725283 + (0.8727114307740083 * x_1)))) - (((2.73 + (-2.6603944928985346 + (0.9006524322203873 * x_2))) * (-1.8 + (-0.739 * (-2.577161210079287 + (0.8594599513383012 * x_3))))) * (0.0003 + (0.07940000000000001 * sin((((0.625 * (-2.5860302835261004 + (0.8650529647164638 * x_4))) * (0.9490000000000001 + (-0.006209999999999999 * (-2.5860302835261004 + (0.8650529647164638 * x_4))))) + ((3.0100000000000002 + (-0.007379999999999999 * (-2.7336069787470243 + (0.8973963259979115 * x_0)))) - (-0.0029 + (-0.46 * (-2.5860302835261004 + (0.8650529647164638 * x_4)))))))))))),(22.70412704774716*x_0 + 4.9397434377002936)*(0.039272014384830378*x_1 - (0.104522134248593 - 0.6351409040390046*x_3)*(0.9006524322203873*x_2 + 0.069605507101465382)*(0.07940000000000001*sin(-0.006622784885864586*x_0 + 0.3979243637695734*x_4 + (0.96505924806069717 - 0.005371978910889239*x_4)*(0.5406581029477899*x_4 - 1.6162689272038127) + 1.843500089081147) + 0.0003) - 0.0058103246122637819)
feynman_I_12_2,ok,4,NoRef,0.9955102449929353,0.007901881224209064,37,37,37,11.646947383880615,,0.01,(((2.6 + (-2.617184116087947 + (0.8521397663891764 * x_1))) * (0.02 + (0.006999999999999999 * (-2.8539742313544565 + (0.9239149687966296 * x_0))))) * (0.01 + (0.5 * ((0.01 + (-0.9 * inv(((0.2 + (0.08 * (-2.5317902960514966 + (0.853150896025948 * x_3)))) * (4.4 + (0.9700000000000001 * (-2.556480029432039 + (0.8349043469624741 * x_2)))))))))**2))),(0.006467404781576406*x_0 + 2.2180380518807904e-5)*(0.8521397663891764*x_1 - 0.0171841160879469)*(0.5*(0.01 - 0.9/((0.8098572165536*x_2 + 1.920214371450922)*(0.0682520716820758*x_3 - 0.0025432236841197212)))**2 + 0.01)
feynman_I_12_4,ok,3,NoRef,0.9929409136475238,0.002061858379883751,56,40,56,11.225986242294312,,0.01,(((2.21 + (-2.610281525456201 + (0.8563534632402007 * x_0))) + (0.252 + (0.033 * sin((0.762 + (0.0095 * (-2.506670832800553 + (0.8357722543545856 * x_1)))))))) * (0.00027 + (-0.07790000000000001 * inv((0.0049299999999999995 + (-0.0665 * (((1.99 + (0.798 * (-2.6386330449565643 + (0.8571845166463317 * x_2)))) * (-9.94 + (-2.2800000000000002 * (-2.506670832800553 + (0.8357722543545856 * x_1))))))**2)))))),(1.7955e-5*(1.9055607399284553*x_1 + 4.2247905012147382)**2*(0.6840332442837727*x_2 - 0.11562916987533843)**2 + 0.077898668900000009)*(0.8563534632402007*x_0 + 0.033*sin(0.007939836416368563*x_1 + 0.7381866270883948) - 0.148281525456201)/(0.0665*(1.9055607399284553*x_1 + 4.2247905012147382)**2*(0.6840332442837727*x_2 - 0.11562916987533843)**2 - 0.0049299999999999995)
